sku,Name,Brand,Categories,Wholesale,Retail,Description,Images
HM2366ACM,Two Greyhounds On Marble Base,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,580,1160,"

Two greyhounds on marble base. available in ac or silver finish.",HM2366ACM-1
HM2360AC,Bronze English Bull Dog,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,580,1160,"Product Code:       HM2360AC 

Dimensions:      W     H     D  
31 in.     19 in.     10 in.  

Bronze dog 19 inches high",HM2360AC-1
HM2305S,Three Sitting Cheetah Cubs,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,475,950,"Product Code:       HM2305S 

Dimensions:      L   W     H  
13.5 in.   7.5 in.     16 in.  

Three sitting cheetah cubs. shown in ac finish, available in silver",HM2305S-1
HM2304,Cheetah,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,235,470,"

",HM2304-1
HM2299s,Bronze Pair Of Leopards,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,325,650,"Product Code:       HM2299s 

Dimensions:      W     H     D  
17 in.     10 in.     12 in.  

Silver bronze leopards with marble base. available in ac and s finish","HM2299s-1,HM2299s-2"
HM2260AC,Pheasant,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,470,940,"Product Code:       HM2260AC 

Dimensions:      W     H     D  
34 in.     14 in.     8 in.  

Bronze pheasant ac finish",HM2260AC-1
HM2230AC,Rabbit Sitting,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,185,370,"Product Code:       HM2230AC 

Dimensions:      W     H     D  
8 in.     8 in.     6 in.  

Rabbit sitting",HM2230AC-1
HM2226,Jockey Bookends W/Marble Pair,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,275,550,"Product Code:       HM2226 

Dimensions:      L   W     H  
9 in.   4 in.     8.5 in.  

Jockey bookends with marble pair. shown in ac, also available in silver",HM2226-1
AL-452,Bronze Small Cat,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,72,144,"Product Code:       AL-452 

Dimensions:      W     H  
3.5 in.     7.6 in.  

",AL-452-1
AL-323,Two Rabbits On A Base,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,72,144,"Product Code:       AL-323 

Dimensions:      W     H     D  
5.5 in.     9.4 in.     2.7 in.  

Two bronze rabbits on a marble base",AL-323-1
AL-258,Single Horse With Saddle,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,235,470,"Product Code:       AL-258 

Dimensions:      W     H     D  
9 in.     10 in.     5 in.  

Single horse~  with saddle on a marble base",AL-258-1
AL-257,Horse With Baby,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,325,650,"Product Code:       AL-257 

Dimensions:      W     H     D  
13.5 in.     9 in.     5 in.  

Bronze horse with baby",AL-257-1
AL-247,Bronze Horse On Base,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,185,370,"Product Code:       AL-247 

Dimensions:      W     H     D  
10 in.     8 in.     4 in.  

Bronze horse on base",AL-247-1
AL-246,Single Horse,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,245,490,"Product Code:       AL-246 

Dimensions:      W     H     D  
11 in.     10 in.     4.5 in.  

Single bronze horse on marble base",AL-246-1
AL-018,Eagle Head Small,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,220,440,"Product Code:       AL-018 

Dimensions:      W     H  
5.5 in.     10.5 in.  

",AL-018-1
A7792AC,Large Ornate Bronze Outdoor Lamp Posts,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,15500,31000,"Product Code:       A7792AC 

Dimensions:        H  
  143 in.  

Stunning bronze outdoor lamp posts with 5 heads, inspired in style by the lamps found on the seine bridge in paris. these lamps do not contain any electrical components and will need to be professionally installed by an electrician.",A7792AC-1
A7738,Large Standing Panther Statue,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,2250,4500,"Product Code:       A7738 

Dimensions:      L   W     H  
50 in.   15 in.     21 in.  

",A7738-1
A7646T,Bull Wall Street Medium,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,5500,11000,"

Bull wall street medium bronze 48 inches high",A7646T-1
A7610T,Zebra Standing,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,5650,11300,"Product Code:       A7610T 

Dimensions:      L   W     H  
62 in.   25 in.     60 in.  

Zebra standing bronze 60 inches high",A7610T-1
A7594,Eagle On Rock Looking Right,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,12900,25800,"Product Code:       A7594 

Dimensions:      W     H     D  
80 in.     90 in.     48 in.  

Large bronze eagle on rock looking right",A7594-1
A7515AC,Standing Wolf Large,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,2475,4950,"Product Code:       A7515AC 

Dimensions:      W     H     D  
56 in.     28 in.     19 in.  

Large bronze standing wolf large",A7515AC-1
A7485B/AC,Standing Elephant Fountain,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,1650,3300,"Product Code:       A7485B/AC 

Dimensions:      W     H     D  
19 in.     24 in.     36 in.  

Standing elephant fountain",A7485B-AC-1
A7485A/AC,Sitting Elephant,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,1900,3800,"Product Code:       A7485A/AC 

Dimensions:      W     H     D  
19 in.     36 in.     24 in.  

Bronze sitting elephant 36 inches high",A7485A-AC-1
A7396AC,Elephant,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,1275,2550,"Product Code:       A7396AC 

Dimensions:      W     H     D  
13 in.     20 in.     34 in.  

Small bronze elephant trunk up 20 inches high",A7396AC-1
A7356D,Baby Deer,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,650,1300,"

",A7356D-1
A7356C,Baby Deer,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,650,1300,"

",A7356C-1
A7356B,Female Deer,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,1350,2700,"

",A7356B-1
A7356A,Male Deer,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,1575,3150,"

",A7356A-1
A7235BR,Pair Of Boxing Rabbits,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,1375,2750,"

",A7235BR-1
A7232AC,Sitting Hare,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,440,880,"Product Code:       A7232AC 

Dimensions:      W     H     D  
12 in.     24 in.     17 in.  

Bronze sitting rabbit","A7232AC-1,A7232AC-2"
A7229AC,Sitting Hare,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,450,900,"Product Code:       A7229AC 

Dimensions:      W     H     D  
7 in.     17 in.     11 in.  

Bronze sitting hare 17 inches high",A7229AC-1
A7176G,Bronze Lions Sitting Pair,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,4450,8900,"Product Code:       A7176G 

Dimensions:      W     H     D  
16 in.     40 in.     35 in.  

Pair life size bronze lions sitting sold as pair green",A7176G-1
A7175T,Standing Horses Sold As A Pair,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,3900,7800,"Product Code:       A7175T 

Dimensions:      W     H     D  
37 in.     40 in.     10 in.  

Bronze standing horses sold as a pair - 40 inches high",A7175T-1
A7108,Bronze Jaguar,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,450,900,"

Silver bronze on marble base",A7108-1
A7044T,Pelicans On A Log Pair,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,2150,4300,"Product Code:       A7044T 

Dimensions:      W     H     D  
8 in.     42 in.     21 in.  

Bronze pelicans on a log~  sold as a pair only 42 inches high",A7044T-1
A6999AC,Pair Walking Lions Extra Large,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,15900,31800,"Product Code:       A6999AC 

Dimensions:      L   W     H  
88 in.   30 in.     58 in.  

Pair walking lions extra large - 88 inches long 58 inches high.~ ~  sold as a pair only.~  shown in ac finish",A6999AC-1
A6960SP,Bronze Two Eagles On A Log Two Tone,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,1775,3550,"Product Code:       A6960SP 

Dimensions:      W     H     D  
13 in.     40 in.     20 in.  

Two eagles on a log 40 inches high in two tone bronze.~  gold on the beak",A6960SP-1
A6924,Rabbit With Tray,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,830,1660,"

Bronze rabbit holding tray",A6924-1
A6917,Two Birds On A Log Fountain,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,1950,3900,"Product Code:       A6917 

Dimensions:      W     H     D  
29 in.     47 in.     23 in.  

Bronze two birds on a log fountain",A6917-1
A6915T,Owl On A Tree Branch With Two Mice,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,1950,3900,"Product Code:       A6915T 

Dimensions:      W     H     D  
31 in.     55 in.     30 in.  

Owl on a tree branch with two mice",A6915T-1
A6783AC,Four Owls On Tree,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,3900,7800,"Product Code:       A6783AC 

Dimensions:      W     H     D  
37 in.     70 in.     30 in.  

Bronze tree with four owls 70 in high",A6783AC-1
A6667AC,Sitting Lions Pair,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,8000,16000,"Product Code:       A6667AC 

Dimensions:      L   W     H  
29 in.   18 in.     45 in.  

",A6667AC-1
A6649T,Owl W/Baby On Branch,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,1550,3100,"Product Code:       A6649T 

Dimensions:      W     H     D  
21 in.     43 in.     12 in.  

Owl w/baby on branch in two tone colours",A6649T-1
A6642S,Flamingo Small Pair,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,490,980,"

Small flamingo pair",A6642S-1
A6580T,Dragon Lamps With Gold Pair,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,7350,14700,"Product Code:       A6580T 

Dimensions:      W     H     D  
36 in.     80 in.     25 in.  

Unique two tone large dragon lamps with gold. sold as a pair only",A6580T-1
A6514AC,Bear Standing,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,2175,4350,"Product Code:       A6514AC 

Dimensions:      W     H     D  
19 in.     48 in.     27 in.  

Large bronze bear standing 48~ "" high","A6514AC-1,A6514AC-2"
A6506S,Pair Of Flamingo Fountains,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,1185,2370,"Product Code:       A6506S 

Dimensions:      L   W     H  
30 in.   26 in.     50 in.  

Pair of bronze flamingo fountains, approx 50 inches high",A6506S-1
A6506AC,Pair Of Bronze Flamingo Fountains,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,1185,2370,"Product Code:       A6506AC 

Dimensions:      W     H     D  
21 in.     48 in.     14 in.  

Pair of bronze flamingo fountains, 50 inches high",A6506AC-1
A6434,Camel Small Pair Bronze,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,350,700,"Product Code:       A6434 

Dimensions:      W     H  
14 in.     13 in.  

Small bronze camels sold as a pair","A6434-1,A6434-2"
A6366AC,Standing Dog On A Base,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,525,1050,"Product Code:       A6366AC 

Dimensions:      L   W     H  
23 in.   9 in.     15 in.  

Bronze standing dog on a base 15 inches high",A6366AC-1
A6282AC,Dog Laying,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,125,250,"Product Code:       A6282AC 

Dimensions:      L   W     H  
10 in.   6 in.     6 in.  

Bronze dog laying height 6 inches",A6282AC-1
A6281AC,Bronze Dog Standing,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,275,550,"Product Code:       A6281AC 

Dimensions:      W     H     D  
13 in.     13 in.     7 in.  

",A6281AC-1
A5975,Large Bronze Lions Sold As Pair,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,19000,38000,"Product Code:       A5975 

Dimensions:      W     H     D  
30 in.     78 in.     48 in.  

Large bronze sitting lions sold as a pair","A5975-1,A5975-2,A5975-3,A5975-4,A5975-5,A5975-6,A5975-7,A5975-8,A5975-9,A5975-10,A5975-11"
A5952T,Horse Wall Fountain Large In Bronze,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,9500,19000,"Product Code:       A5952T 

Dimensions:      W     H     D  
53 in.     72 in.     29 in.  

Water pours out from each mouth of the horses into the main basin and then overflows again.",A5952T-1
A5942G,Walking Horse Gold Finish,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,12500,25000,"Product Code:       A5942G 

Dimensions:      L     H  
90 in.     76 in.  

Lifesize walking horse gold finish - 90 inches long",A5942G-1
A5942,Large Horse Standing,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,12000,24000,"Product Code:       A5942 

Dimensions:      L     H  
90 in.     76 in.  

Large bronze horse standing 76 inches high","A5942-1,A5942-2,A5942-3,A5942-4"
A5895T,Smiling Pig Medium Two Tone Gold Nose,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,330,660,"Product Code:       A5895T 

Dimensions:      W     H     D  
19 in.     14 in.     7 in.  

Bronze smiling pig medium two tone gold nose feet and ears",A5895T-1
A5837T,Crocodile Fountain Two Tone,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,4450,8900,"Product Code:       A5837T 

Dimensions:      W     H     D  
56 in.     43 in.     42 in.  

Crocodile fountain two tone 56 inches long",A5837T-1
A5713ACM,Fox On Marble Base,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,140,280,"Product Code:       A5713ACM 

Dimensions:      L   W     H  
12 in.   6 in.     6.5 in.  

Bronze fox","A5713ACM-1,A5713ACM-2"
A5700T,Mrs. Goose,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,990,1980,"

Bronze two tone mrs. goose 34~ "" high",A5700T-1
A5699AC,Mr Rabbit,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,900,1800,"Product Code:       A5699AC 

Dimensions:      W     H     D  
11.5 in.     36 in.     23 in.  

Bronze rabbit",A5699AC-1
A5637,Two Eagles,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,1325,2650,"Product Code:       A5637 

Dimensions:      L   W     H  
18 in.   30 in.     32 in.  

Bronze pair of eagles",A5637-1
A5424AC,Sitting Dog,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,365,730,"

Bronze sitting dog 15 inches high",A5424AC-1
A5400,Large Walking Elk On Rock Bronze,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,5600,11200,"Product Code:       A5400 

Dimensions:      L   W     H  
80 in.   60 in.     70 in.  

",A5400-1
A5249,Pair Of Lions On Ball,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,9250,18500,"Product Code:       A5249 

Dimensions:      L   W     H  
59 in.   19 in.     46 in.  

Pair of lions with ball",A5249-1
A5234AC/R,Pair Or Large Rearing Horses,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,4050,8100,"

Beautiful pair of large bronze rearing horses. can be purchased as a set or individually.",A5234AC-R-1
A5185,Boxer Book End Pair,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,125,250,"Product Code:       A5185 

Dimensions:     

Boxer book end pair",A5185-1
A5155SP,Eagle On A Rock,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,1950,3900,"Product Code:       A5155SP 

Dimensions:      L   W     H  
34 in.   17 in.     28 in.  

Eagle on a rock special finish - white with gold beak",A5155SP-1
A4785AC,Bronze Elephants Trunk Up Pair,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,2350,4700,"Product Code:       A4785AC 

Dimensions:      W     H     D  
16 in.     32 in.     40 in.  

Bronze elephants trunk up sold as a pair only",A4785AC-1
A4331AC/E,Elephant Baby - Trunk Middle,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,4750,9500,"

Elephant baby - trunk middle",A4331AC-E-1
A3985AC,Deer With Young Baby,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,325,650,"Product Code:       A3985AC 

Dimensions:      W     H     D  
17 in.     17 in.     10 in.  

Bronze deer with young baby on a base",A3985AC-1
A3984AC,Deer Walking On Base,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,300,600,"

Bronze deer walking",A3984AC-1
A3983AC,Bird On A Base,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,290,580,"Product Code:       A3983AC 

Dimensions:      W     H     D  
13 in.     22 in.     9 in.  

Bronze bird on a base",A3983AC-1
A3981ACM,Bronze Pheasant With Marble Base,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,540,1080,"Product Code:       A3981ACM 

Dimensions:      W     H     D  
27 in.     21 in.     8 in.  

Bronze pheasant on a marble base",A3981ACM-1
A3499AC,Lying Monkey Medium,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,1150,2300,"Product Code:       A3499AC 

Dimensions:      W     H     D  
30 in.     11 in.     13 in.  

Bronze lying monkey medium size 30~ "" long",A3499AC-1
A3457,Crane Set 4 Piece Fountain,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,1390,2780,"Product Code:       A3457 

Dimensions:      L   W     H  
15 in.   8 in.     40.5 in.  

Crane set 4 piece fountain",A3457-1
A3002,Flying Eagle,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,560,1120,"Product Code:       A3002 

Dimensions:      W     H     D  
32 in.     33 in.     19 in.  

Bronze flying eagle on a base",A3002-1
A2985S,Bronze Cheetah,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,575,1150,"Product Code:       A2985S 

Dimensions:      W     H     D  
45 in.     10 in.     6 in.  

Bronze crouching cheetah silver",A2985S-1
A2905BR,Tiger Pair,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,670,1340,"Product Code:       A2905BR 

Dimensions:      W     H     D  
8 in.     12 in.     18 in.  

Brown bronze tiger sold as a pair~  only -12 inches high",A2905BR-1
A2839AC,Bronze Boxer Dog,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,1120,2240,"Product Code:       A2839AC 

Dimensions:      W     H     D  
33 in.     36 in.     18 in.  

Large bronze boxer dog 36~ "" high","A2839AC-1,A2839AC-2,A2839AC-3,A2839AC-4,A2839AC-5"
A2415AC,Monkey Sitting Medium,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,750,1500,"Product Code:       A2415AC 

Dimensions:      W     H     D  
18 in.     19 in.     17 in.  

Monkey sitting medium size 19 inch high",A2415AC-1
A2217,Pair Of Horses,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,4950,9900,"Product Code:       A2217 

Dimensions:      L   W     H  
56 in.   19 in.     47 in.  

Pair of horses","A2217-1,A2217-2"
A2155AC,Bronze Walking Lion Sold As A Pair,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,5450,10900,"Product Code:       A2155AC 

Dimensions:      W     H     D  
47 in.     31 in.     19 in.  

Bronze lions sold as a pair only","A2155AC-1,A2155AC-2,A2155AC-3,A2155AC-4,A2155AC-5"
A1895ACM,Bronze Jockey On A Horse,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,600,1200,"Product Code:       A1895ACM 

Dimensions:      W     H     D  
24 in.     22 in.     5 in.  

Jockey on a horse with marble base","A1895ACM-1,A1895ACM-2"
A1840,Horse,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,800,1600,"Product Code:       A1840 

Dimensions:      L   W     H  
32 in.   10 in.     26.5 in.  

",A1840-1
A1839,Horse,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,800,1600,"Product Code:       A1839 

Dimensions:      L   W     H  
37.5 in.   8.5 in.     27 in.  

",A1839-1
A1511ACM,Horse On Marble Base,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,240,480,"Product Code:       A1511ACM 

Dimensions:      L   W     H  
14.5 in.   6 in.     15.5 in.  

","A1511ACM-1,A1511ACM-2"
A1102,Small Bull,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,95,190,"Product Code:       A1102 

Dimensions:      L   W     H  
8.5 in.   3 in.     5 in.  

Small bronze bull in ac finish",A1102-1
A0736,Sleeping Frog On Lily Pad Two Tone,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,190,380,"Product Code:       A0736 

Dimensions:      W     H     D  
12 in.     14 in.     6 in.  

Bronze sleeping frog on a pad fountain",A0736-1
A0712,Turtle,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,69,138,"Product Code:       A0712 

Dimensions:      W     H     D  
6 in.     4 in.     9.5 in.  

Turtle in ac finish
bronze walking turtle.","A0712-1,A0712-2"
A0708,Goose Pair Fountain,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,785,1570,"Product Code:       A0708 

Dimensions:      L   W     H  
20 in.   20 in.     28 in.  

Goose pair fountain","A0708-1,A0708-2,A0708-3"
A0058,Pair Of Dogs,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,1975,3950,"Product Code:       A0058 

Dimensions:      L   W     H  
36 in.   18 in.     33 in.  

Bronze greyhound dogs shown in ac finish.",A0058-1
A0028G,Crane Fountain Sold As A Pair,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,1650,3300,"Product Code:       A0028G 

Dimensions:      L     H     D  
23 in.     68 in.     28 in.  

Bronze crane fountain, sold as a pair",A0028G-1
HM2420S,Pigeons On Marble Base,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,425,850,"Product Code:       HM2420S 

Dimensions:      L   W     H  
22 in.   7.5 in.     11.5 in.  

3 pigeons on marble base in silver",HM2420S-1
HM2366S,Two Greyhounds With Marble,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,580,1160,"Product Code:       HM2366S 

Dimensions:      L   W     H  
30 in.   9.5 in.     18 in.  

Two greyhounds on marble base. available in ac or silver finish.","HM2366S-1,HM2366S-2,HM2366S-3,HM2366S-4,HM2366S-5,HM2366S-6"
HM2305S,Three Sitting Cheetah Cubs,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,475,950,"Product Code:       HM2305S 

Dimensions:      L   W     H  
13.5 in.   7.5 in.     16 in.  

Three sitting cheetah cubs. shown in ac finish, available in silver",HM2305S-1
HM2304,Cheetah,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,235,470,"

",HM2304-1
HM2299s,Bronze Pair Of Leopards,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,325,650,"Product Code:       HM2299s 

Dimensions:      W     H     D  
17 in.     10 in.     12 in.  

Silver bronze leopards with marble base. available in ac and s finish","HM2299s-1,HM2299s-2"
A7108,Bronze Jaguar,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,450,900,"

Silver bronze on marble base",A7108-1
A6642S,Flamingo Small Pair,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,490,980,"

Small flamingo pair",A6642S-1
A6506S,Pair Of Flamingo Fountains,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,1185,2370,"Product Code:       A6506S 

Dimensions:      L   W     H  
30 in.   26 in.     50 in.  

Pair of bronze flamingo fountains, approx 50 inches high",A6506S-1
A5828S,Model Man And Women,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,900,1800,"Product Code:       A5828S 

Dimensions:      L   W     H  
5 in.   7 in.     40 in.  

Bronze model man and women 40~ "" high silver finsh","A5828S-1,A5828S-2,A5828S-3"
A4141,Bronze Nude Man,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,450,900,"

Bronze nude man with marble","A4141-1,A4141-2"
A3780,Urn With Animals,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,785,1570,"

Bronze silver large urn with animals on the base",A3780-1
A3389S,Greek Urn With Handles Scalloped Rim,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,1150,2300,"Product Code:       A3389S 

Dimensions:      W     H     D  
20 in.     22.5 in.     20 in.  

Silver bronze greek urn with handles scalloped rim",A3389S-1
A2985S,Bronze Cheetah,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,575,1150,"Product Code:       A2985S 

Dimensions:      W     H     D  
45 in.     10 in.     6 in.  

Bronze crouching cheetah silver",A2985S-1
A2955S,Three Step Tray,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,825,1650,"Product Code:       A2955S 

Dimensions:      W     H     D  
20 in.     22 in.     20 in.  

Silver bronze holder with one top tray and three lower trays","A2955S-1,A2955S-2,A2955S-3"
A1962S,Deco Dancer Silver Statue,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,1350,2700,"Product Code:       A1962S 

Dimensions:      W     H     D  
27 in.     39 in.     13 in.  

Made of bronze in silver finish.",A1962S-1
XQ-033,Woman With Hat,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,270,540,"Product Code:       XQ-033 

Dimensions:      W     H  
6 in.     14.4 in.  

",XQ-033-1
XQ-032,Woman Holding A Light,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,265,530,"Product Code:       XQ-032 

Dimensions:      W     H  
4.8 in.     13.6 in.  

",XQ-032-1
XQ-031,Woman Reading,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,265,530,"Product Code:       XQ-031 

Dimensions:      W     H  
5.6 in.     14 in.  

",XQ-031-1
XQ-030,Bronze Women Statue,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,495,990,"Product Code:       XQ-030 

Dimensions:      W     H  
6 in.     20 in.  

",XQ-030-1
XQ-003,Nouveau Dancer Bone,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,350,700,"Product Code:       XQ-003 

Dimensions:      W     H  
5 in.     25.5 in.  

Delicate art nouveau dancer",XQ-003-1
SABR-377,Napoleon Bust,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,98,196,"Product Code:       SABR-377 

Dimensions:      W     H     D  
6 in.     10 in.     4 in.  

Bronze napoleon bust",SABR-377-1
SA-639S,Bronze Art Deco Lady White/Pink,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,425,850,"

Bronze art deco lady white/pink",SA-639S-1
LE-039,Contemporary Stretch,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,175,350,"Product Code:       LE-039 

Dimensions:        H     D  
  21 in.     3 in.  

",LE-039-1
HM2438,Indian Bookends Pair,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,250,500,"Product Code:       HM2438 

Dimensions:      L   W     H  
7.5 in.   4.5 in.     8 in.  

Indian bookends pair",HM2438-1
HM2437,Clown Bookends Marble Base Pair,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,225,450,"Product Code:       HM2437 

Dimensions:      L   W     H  
4.5 in.   7 in.     12 in.  

Clowns bookends on marble base pair",HM2437-1
HM2226,Jockey Bookends W/Marble Pair,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,275,550,"Product Code:       HM2226 

Dimensions:      L   W     H  
9 in.   4 in.     8.5 in.  

Jockey bookends with marble pair. shown in ac, also available in silver",HM2226-1
EPA-510,Bronze Girl Standing,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,100,200,"

Bronze girl standing",EPA-510-1
EPA-509,Deco Dancer,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,120,240,"Product Code:       EPA-509 

Dimensions:        H     D  
  11.6 in.     3 in.  

Bronze deco dancer",EPA-509-1
EPA-382S,Bronze Art Deco Lady Mask,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,385,770,"Product Code:       EPA-382S 

Dimensions:      W     H     D  
7.2 in.     16.5 in.     6 in.  

Bronze art deco lady mask",EPA-382S-1
EPA-381S,Bronze Art Deco Lady Colour,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,395,790,"Product Code:       EPA-381S 

Dimensions:      W     H     D  
8.8 in.     17 in.     5.6 in.  

Bronze art deco lady colour 17 inches high",EPA-381S-1
EPA-328,Bronze Flying Fairy,Jansen Furniture,Decoration > Artistic Ornaments > Sculptures,325,650,"Product Code:       EPA-328 

Dimensions:      W     H     D  
9 in.     18.5 in.     9 in.  

Bronze flying fairy",EPA-328-1
