sku,Name,Brand,Category,Wholesale,Retail,Description,Images,Length,Width,Height
EUR-01-0413,Cosmos Six-Drawer Chest of Drawers II,John Richard,Furniture > Bedroom > Chests,2350,6462,"Set in a smoked oak case, the six drawers of this chest have a dusty gold finish on a radiating pattern from the center.","EUR-01-0413-1,EUR-01-0413-3,EUR-01-0413-4,EUR-01-0413-5","20.25""D","56""W","38""H"
EUR-01-0411,Cosmos Six-Drawer Chest of Drawers I,John Richard,Furniture > Bedroom > Chests,2350,6462,"Set in a grey oak case, the six drawers of this chest have a silver white finish on a radiating pattern from the center.","EUR-01-0411-1,EUR-01-0411-3,EUR-01-0411-4,EUR-01-0411-7","20.25""D","56""W","38""H"
EUR-01-0406,Nave Three-Drawer Chest,John Richard,Furniture > Bedroom > Chests,1950,5362,This elegant chest has a natural finish on smoked oak. Each of the three drawer fronts has a recessed center panel in Genoan gold with a single outsized pull featuring acrylic with gold leaf.,"EUR-01-0406-1,EUR-01-0406-3,EUR-01-0406-4,EUR-01-0406-7","20.5""D","50""W","38""H"
EUR-01-0403,Gatsby Three-Drawer Chest of Drawers,John Richard,Furniture > Bedroom > Chests,1715,4716,This three-drawer chest of drawers is encased in tiza gesso with an antique gold finish. The chest sits on a steel frame.,"EUR-01-0403-1,EUR-01-0403-3","21.75""D","43.5""W","38.25""H"
EUR-01-0400,Lenosa Two-Drawer Nightstand,John Richard,Furniture > Bedroom > Nightstands,1645,4524,"Mounted on a steel crossover base, this two-drawer nightstand is finished in grey oak with matching pulls. The drawers are finished in white linen with a silver wash.",EUR-01-0400-1,"21""D","36.25""W","28.75""H"
EUR-01-0370,Vallejo Nightstand,John Richard,Furniture > Bedroom > Nightstands,1530,4208,"This two-drawer nightstand in antique beluga features hand-carved fluted legs and ribbed molding, with distressed gold detailing and hardware.","EUR-01-0370-1,EUR-01-0370-3,EUR-01-0370-4,EUR-01-0370-10","20""D","42""W","30""H"
EUR-01-0307,Portoro Chest,John Richard,Furniture > Bedroom > Chests,2100,5775,"A three-drawer oak chest in black has gold cerusing. The drawer fronts are a hand-painted faux marble pattern of taupes and gold, furnished with brass and crystal prism-shaped handles. The case is set on a steel base finished in antique brass.","EUR-01-0307-1,EUR-01-0307-3,EUR-01-0307-4,EUR-01-0307-10","21.25""D","47""W","36.5""H"
EUR-01-0097,Églomisé Three-Drawer Chest With Silver-Leaf Molding,John Richard,Furniture > Bedroom > Chests,1965,5404,"This églomisé chest of drawers features an angular front, silver-leaf moldings, and silver-plated brass handles.","EUR-01-0097-1,EUR-01-0097-3,EUR-01-0097-10","21""D","40""W","36""H"
EUR-10-0107,Lavertezzo Dining Table,John Richard,Furniture > Dining > Dining Tables,2100,5775,A circular dining table features a segmented tiza gesso top. The gracefully twisting pedestal is inlaid in hessian and has a complementing gesso finish applied.,"EUR-10-0107-1,EUR-10-0107-10,EUR-10-0107-11","62""D","62""W","31""H"
EUR-10-0062,Verona Dining Table,John Richard,Furniture > Dining > Dining Tables,2400,6600,"The ornately detailed, Italian-inspired Verona dining table is surely to impress even the most discerning guests. The delicate acanthus leaf carvings on the tapered, fluted legs, along with the antique gilded floral garland adorning the apron and the faux marble painted top, are truly one of a kind atop our fine Verona painted finish.","EUR-10-0062-1,EUR-10-0062-3,EUR-10-0062-4,EUR-10-0062-5,EUR-10-0062-10,EUR-10-0062-11,EUR-10-0062-12,EUR-10-0062-13,EUR-10-0062-14,EUR-10-0062-15","47.25""D","94.25""W","30""H"
EUR-10-0038,Bourbon Round Dining Table,John Richard,Furniture > Dining > Dining Tables,2185,6009,"The turned, bulbous column and edge details are finished in Parisian silver, while the apron rail is inset with antiqued mirror tiles, above which there is a foxed mirror top.","EUR-10-0038-1,EUR-10-0038-3,EUR-10-0038-10","67""D","67""W","30.5""H"
EUR-10-0029,Branches Dining Table,John Richard,Furniture > Dining > Dining Tables,1680,4620,A glass top is supported by a sculpted metal base in the form of twisted branches. The finish is old gold.,"EUR-10-0029-1,EUR-10-0029-3,EUR-10-0029-10","44""D","44""W","30""H"
EUR-10-0025,Bourbon Dining Table,John Richard,Furniture > Dining > Dining Tables,2045,5624,"This table has D-shaped ends and a foxed mirror top and apron rail, all supported by four tapered and mirrored legs, with moldings finished in Parisian silver.","EUR-10-0025-1,EUR-10-0025-10","42""D","96""W","30""H"
EUR-03-0800,Bottaro Nesting Side Tables (Set of Two),John Richard,Furniture > Living > Tables > Occasional Tables,820,2255,This set of two nesting side tables features capiz shell tops with crossover bases in stainless steel.,"EUR-03-0800-1,EUR-03-0800-7","12""D","24""W","23""H"
EUR-03-0798,Loftus Cocktail Table,John Richard,Furniture > Living > Tables > Cocktail Tables,1060,2915,"The oval top of this cocktail table, finished in tiza gesso, rests on an inset oval base finished in antique pewter.","EUR-03-0798-1,EUR-03-0798-7","36""D","59.5""W","16""H"
EUR-03-0789,Loxbridge Cocktail Table,John Richard,Furniture > Living > Tables > Cocktail Tables,1650,4538,"This modern cocktail table consists of a slab top of quartered, smoked oak veneer in a natural finish and four inset polished stainless steel legs, offset at each corner.",EUR-03-0789-1,"48""D","48""W","17""H"
EUR-03-0785,Besson Cocktail Table,John Richard,Furniture > Living > Tables > Cocktail Tables,1705,4689,The Besson Cocktail Table features a slab in a tiza gesso composite laminate. Acrylic legs on either side are fitted with decorative polished stainless steel bolts.,"EUR-03-0785-1,EUR-03-0785-3,EUR-03-0785-4,EUR-03-0785-10,EUR-03-0785-11","48""D","48""W","16""H"
EUR-03-0776,Morin End Table,John Richard,Furniture > Living > Tables > End Tables,735,2021,"This modern end table features a base in figured, smoked eucalyptus and a heavy crystal glass top with a gold bottom.","EUR-03-0776-1,EUR-03-0776-7,EUR-03-0776-11","10""D","21""W","22""H"
EUR-03-0775,Semois End Table,John Richard,Furniture > Living > Tables > End Tables,675,1856,This modern end table features a base in tiza gesso and a heavy crystal glass top with a silvered bottom.,"EUR-03-0775-1,EUR-03-0775-3,EUR-03-0775-10","10""D","21""W","22""H"
EUR-03-0772,Chambolle Side Table,John Richard,Furniture > Living > Tables > Occasional Tables,400,1100,This circular side table features a dental molding below the top with an ogee edge. The finish is in Carlotta gold.,"EUR-03-0772-1,EUR-03-0772-3,EUR-03-0772-4,EUR-03-0772-6,EUR-03-0772-10,EUR-03-0772-11","15.75""D","15.75""W","24.5""H"
EUR-03-0770,Tezzo Cocktail Table,John Richard,Furniture > Living > Tables > Cocktail Tables,855,2351,This industrial-style block cocktail table is in a faux concrete finish and sits on an inset plinth finished in antique pewter.,"EUR-03-0770-1,EUR-03-0770-3,EUR-03-0770-4,EUR-03-0770-6,EUR-03-0770-10,EUR-03-0770-11","36""D","54""W","17""H"
EUR-03-0754,Loftus Side Table,John Richard,Furniture > Living > Tables > Occasional Tables,735,2021,"A single piece of transparent acrylic dissects the top and base of this unique side table. The top and base are finished in tiza gesso, and there is a pewter silver plinth.","EUR-03-0754-1,EUR-03-0754-3,EUR-03-0754-4,EUR-03-0754-10,EUR-03-0754-11","22""D","22""W","23""H"
EUR-03-0743,Loftus End Table,John Richard,Furniture > Living > Tables > End Tables,750,2063,"This end table features an inverted L-shape in tiza gesso, with an acrylic leg attached by three decorative polished stainless steel screwheads.","EUR-03-0743-1,EUR-03-0743-3,EUR-03-0743-4,EUR-03-0743-10,EUR-03-0743-11","22""D","22""W","22""H"
EUR-03-0741,Takeley Nesting Tables (Set of Two),John Richard,Furniture > Living > Tables > Occasional Tables,795,2186,"This nest of two tables is inlaid in a woven-patterned resin in antique beluga, with solid oak edges in silver white.","EUR-03-0741-1,EUR-03-0741-3,EUR-03-0741-6,EUR-03-0741-10","18""D","24""W","24.5""H"
EUR-03-0740,Piazza Bistro Table,John Richard,Furniture > Living > Tables > Occasional Tables,1130,3108,This bistro table features a circular slab top in piazza mounted on a simple brushed stainless steel base.,"EUR-03-0740-1,EUR-03-0740-3,EUR-03-0740-4,EUR-03-0740-10,EUR-03-0740-11","36""D","36""W","42.5""H"
EUR-03-0734,Vicenza Cocktail Table,John Richard,Furniture > Living > Tables > Cocktail Tables,2125,5844,An imposing marble cocktail table in honed white Carrara with an inset plinth finished in brushed brass.,"EUR-03-0734-1,EUR-03-0734-6","35.5""D","48""W","17""H"
EUR-03-0733,Kano Side Table,John Richard,Furniture > Living > Tables > Occasional Tables,1000,2750,The top of the Kano side table features a book-matched crocodile pattern in textured resin finished in variegated tones of cream and white. The base is in cast aluminum with a linear textured pattern finished in silver white.,"EUR-03-0733-1,EUR-03-0733-5,EUR-03-0733-7,EUR-03-0733-10,EUR-03-0733-11","27""D","27""W","23""H"
EUR-03-0730,Kano Cocktail Table,John Richard,Furniture > Living > Tables > Cocktail Tables,1375,3781,"Mounted on a simple metal-framed base in a textured finish in silver white, the top of the Kano cocktail table features a book-matched crocodile pattern in textured resin finished in variegated tones of cream and white.","EUR-03-0730-1,EUR-03-0730-3,EUR-03-0730-5,EUR-03-0730-10,EUR-03-0730-11","48""D","48""W","18.5""H"
EUR-03-0717,Piazza Nesting Tables (Set of Two),John Richard,Furniture > Living > Tables > Occasional Tables,630,1732,This set of two nesting tables features piazza tops. The oak legs are rectangular frames finished in silver white.,EUR-03-0717-1,"18""D","22""W","22.5""H"
EUR-03-0716,Marimo Cocktail Table,John Richard,Furniture > Living > Tables > Cocktail Tables,1375,3781,This modern elliptical cocktail table features a piazza top dissected into quadrants by two lines finished in silver white to match the cross-stretchered steel base.,"EUR-03-0716-1,EUR-03-0716-3,EUR-03-0716-6,EUR-03-0716-7,EUR-03-0716-10","30""D","54""W","19""H"
EUR-03-0700,Loftus Cocktail Table,John Richard,Furniture > Living > Tables > Cocktail Tables,1480,4070,"Finished in tiza gesso, this cocktail tabletop is dissected by two acrylic slab supports.",EUR-03-0700-1,"30""D","60""W","19""H"
EUR-02-0333,Capiz Shell Console Table,John Richard,Furniture > Living > Tables > Console Tables,2350,6462,This console table features a capiz shell top mounted on a brushed stainless steel frame.,EUR-02-0333-1,"18""D","66""W","34.5""H"
EUR-02-0328,Palma Console Table,John Richard,Furniture > Living > Tables > Console Tables,1440,3960,The Palma Console Table with three drawers is in American black walnut veneer and tiza gesso laminate. The finish is Windsor black with gold detailing. It features three blue agate handles.,"EUR-02-0328-1,EUR-02-0328-2,EUR-02-0328-3","18""D","72""W","37""H"
EUR-02-0315,Piazza Console Table,John Richard,Furniture > Living > Tables > Console Tables,795,2186,This narrow hall console table features a piazza slab top mounted on a polished stainless steel frame.,"EUR-02-0315-1,EUR-02-0315-3,EUR-02-0315-4,EUR-02-0315-10,EUR-02-0315-11","11""D","59""W","34""H"
EUR-02-0310,Tissé Console Table,John Richard,Furniture > Living > Tables > Console Tables,1630,4483,This modern console table features a pedestal of interwoven strips of dark grey figured eucalyptus veneer and handwrought steel struts in pewter silver. The top and base are in dark grey figured eucalyptus.,"EUR-02-0310-1,EUR-02-0310-4,EUR-02-0310-5,EUR-02-0310-7,EUR-02-0310-10,EUR-02-0310-11,EUR-02-0310-12","16""D","72""W","33""H"
EUR-02-0292,Loftus Console Table,John Richard,Furniture > Living > Tables > Console Tables,1565,4304,A single-drawer console table finished in tiza gesso has two acrylic slab supports dissecting the top.,"EUR-02-0292-1,EUR-02-0292-3,EUR-02-0292-4,EUR-02-0292-10","16""D","78""W","36""H"
EUR-02-0283,Austin A. James' Lustrous Sky Sofa Table,John Richard,Furniture > Living > Tables > Occasional Tables,750,2063,Lustrous Sky by Austin A. James has been applied to the top of this sofa table and covered in a hand-applied vitreous finish. The base and legs are done in a hand-finished gold.,EUR-02-0283-1,"14""D","64""W","34""H"
EUR-02-0260,Luna Console Table,John Richard,Furniture > Living > Tables > Console Tables,1345,3699,"An irregular block cast metal frame, in a rustic silver finish, supports the inset Luna mirrored top.","EUR-02-0260-1,EUR-02-0260-3,EUR-02-0260-4,EUR-02-0260-6,EUR-02-0260-10,EUR-02-0260-11","13""D","66.5""W","35""H"
JFD-0280,Winged Cocktail Table,John Richard,Furniture > Living > Tables > Cocktail Tables,985,2709,"This Winged Cocktail Table has a base in golden bronze with a 48"" round glass top.",JFD-0280-1,"31""D","31""W","16.5""H"
JFD-0274,Brutalist Brass Martini Table,John Richard,Furniture > Living > Tables > Cocktail Tables,600,1650,A Brutalist-inspired martini table is in brass with a white marble top and base.,JFD-0274-1,"12""D","12""W","25""H"
JFD-0248,Cocktail Table In Brass With Black Marble Top,John Richard,Furniture > Living > Tables > Cocktail Tables,1350,3713,"This cocktail table features an angled, striated, and textured base in brass plating with a black marble top.",JFD-0248-1,"36""D","60""W","18.5""H"
JFD-0247,Cocktail Table In Nickel With Marble Top,John Richard,Furniture > Living > Tables > Cocktail Tables,1205,3314,"This cocktail table features an angled, striated, and textured base in nickel plating with a white marble top.",JFD-0247-1,"36""D","60""W","18.5""H"
JFD-0246,End Table In Brass With Granite Top,John Richard,Furniture > Living > Tables > End Tables,635,1746,"This end table features an angled, striated, and textured base in brass plating with a black granite top.",JFD-0246-1,"1""D","22""W","22.5""H"
JFD-0245,End Table In Nickel With Marble Top,John Richard,Furniture > Living > Tables > End Tables,545,1499,"This end table features an angled, striated, and textured base in nickel plating with a white marble top.",JFD-0245-1,"1""D","22""W","22.5""H"
JFD-0244,Arc Nickel Cocktail Table,John Richard,Furniture > Living > Tables > Cocktail Tables,1205,3314,The Arc Nickel Cocktail Table features a textured base in nickel plating with a glass top.,JFD-0244-1,"1""D","60""W","17.5""H"
JFD-0243,Arc End Table,John Richard,Furniture > Living > Tables > End Tables,360,990,The Arc End Table features a textured base in nickel plating with a glass top.,JFD-0243-1,"1""D","20""W","19.5""H"
JFD-0240,Windswept Martini Table,John Richard,Furniture > Living > Tables > Cocktail Tables,275,756,The Windswept Martini Table showcases a sculptural brass body between a white marble top and base.,JFD-0240-1,"1""D","15""W","21""H"
JFD-0236,Martini Table In Brass And Marble,John Richard,Furniture > Living > Tables > Occasional Tables,275,756,This martini table features a sculpted body in polished brass between a black marble top and base.,JFD-0236-1,"1""D","8""W","20.5""H"
JFD-0235,Foliage Martini Table,John Richard,Furniture > Living > Tables > Occasional Tables,325,894,This sculpted martini table features a twisted foliage design in a brass finish between a black marble top and base.,JFD-0235-1,"1""D","12""W","22""H"
JFD-0234,Foliage Martini Table,John Richard,Furniture > Living > Tables > Occasional Tables,290,798,This sculpted martini table features a twisted foliage design in a nickel finish between a white marble top and base.,JFD-0234-1,"1""D","12""W","22""H"
JFD-0230,Travertine Martini Table,John Richard,Furniture > Living > Tables > Occasional Tables,715,1966,This elegant martini table features a circular tray top and solid cylindrical base in honed travertine marble. The top and base are connected by a delicate stem in brushed brass.,"JFD-0230-1,JFD-0230-2","14""D","14""W","24""H"
JFD-0229,Crystal Martini Table,John Richard,Furniture > Living > Tables > Occasional Tables,435,1196,This martini table features stacked solid crystal.,"JFD-0229-1,JFD-0229-2,JFD-0229-3","12""D","12""W","18.25""H"
JFD-0228,Etched Crystal Accent Table,John Richard,Furniture > Living > Tables > Occasional Tables,855,2351,This solid crystal accent table features an etched geometric design.,"JFD-0228-1,JFD-0228-2,JFD-0228-3","10""D","18""W","20""H"
JFD-0226,Crystal Side Table,John Richard,Furniture > Living > Tables > Occasional Tables,1295,3561,This side table features textured cast glass and a solid crystal top and base.,JFD-0226-1,"10.25""D","22""W","20.75""H"
JFD-0221,End Table In Bronze,John Richard,Furniture > Living > Tables > Occasional Tables,740,2035,This end table features a sculptural base in a bronze finish with a glass top.,JFD-0221-1,"30""D","30""W","23.5""H"
JFD-0220,Organic Form Brass and Glass Martini Table,John Richard,Furniture > Living > Tables > Occasional Tables,505,1389,The rectangular glass top of this martini table appears to float above the brass base that's in an organic form.,JFD-0220-1,"14""D","22""W","26.5""H"
JFD-0214,Baluster Martini Table,John Richard,Furniture > Living > Tables > Occasional Tables,300,825,"This sculpted, architectural Baluster Martini Table in a bronze finish features a concrete base and top.",JFD-0214-1,"11.75""D","11.75""W","23""H"
JFD-0213S2,Marble Nesting Side Tables (Set Of Two),John Richard,Furniture > Living > Tables > Occasional Tables,685,1884,This set of two nesting side tables features travertine marble tops with bases in an antique brass finish.,"JFD-0213S2-1,JFD-0213S2-3,JFD-0213S2-4,JFD-0213S2-10,JFD-0213S2-11","10""D","20""W","19.5""H"
JFD-0212,Cross Arc End Table,John Richard,Furniture > Living > Tables > End Tables,685,1884,This Cross Arc End Table has a travertine marble top and a base with a textured finish in antique brass.,JFD-0212-1,"22""D","22""W","21.5""H"
JFD-0211S2,Marble Nesting Side Tables (Set Of Two),John Richard,Furniture > Living > Tables > Occasional Tables,800,2200,This set of two nesting side tables features travertine marble tops with arc bases in an antique brass finish.,"JFD-0211S2-1,JFD-0211S2-3,JFD-0211S2-4,JFD-0211S2-5,JFD-0211S2-10,JFD-0211S2-11,JFD-0211S2-12","11""D","19""W","19""H"
JFD-0209,Austin A. James' Monarch Sofa Table,John Richard,Furniture > Living > Tables > Console Tables,800,2200,The Monarch image by artist Austin A. James has been applied to the top of this sofa table and covered in a hand-applied vitreous finish. The base legs are in a hand-finished gold.,JFD-0209-1,"12""D","60""W","32""H"
JFD-0208,Austin A. James' Concord Three-Tier Sofa Table,John Richard,Furniture > Living > Tables > Console Tables,945,2599,The Concord image by artist Austin A. James has been applied to the top and bottom tiers of this sofa table and covered in a hand-applied vitreous finish. The frame and legs are in a hand-finished gold.,"JFD-0208-1,JFD-0208-5,JFD-0208-7,JFD-0208-8,JFD-0208-9,JFD-0208-10,JFD-0208-11,JFD-0208-12,JFD-0208-13,JFD-0208-14","10""D","60""W","32""H"
JFD-0205S2,Textured Nesting Tables In Nickel (Set Of Two),John Richard,Furniture > Living > Tables > Occasional Tables,1095,3011,This set of two nesting tables has a textured finish in nickel.,JFD-0205S2-1,"18""D","21""W","19.5""H"
JFD-0204,Textured Accent Table In Nickel,John Richard,Furniture > Living > Tables > Occasional Tables,340,935,This aluminum accent table has a textured finish in nickel.,JFD-0204-1,"10""D","21.5""W","19.5""H"
JFD-0203,Darcy End Table,John Richard,Furniture > Living > Tables > End Tables,615,1691,"This elegant, stretchered end table in stainless steel with a polished brass finish has an inset top with alternating rectangles of gold églomisé and reverse-painted black glass.","JFD-0203-1,JFD-0203-10","10""D","24""W","22.5""H"
JFD-0202,Poirot End Table,John Richard,Furniture > Living > Tables > End Tables,490,1348,"This elegant, stretchered end table in polished stainless steel has an inset top with alternating rectangles of silver églomisé and mirrored glass.","JFD-0202-1,JFD-0202-10","10""D","24""W","22.5""H"
JFD-0198,Shaye Rawson's Mont-De-Marsan Sofa Table With Shelf,John Richard,Furniture > Living > Tables > Console Tables,1000,2750,The Mont-de-Marsan image by artist Shaye Rawson has been applied to the top and bottom shelf of this sofa table and covered in a hand-applied silver vitreous finish. The base and legs are done in a hand-finished gold.,"JFD-0198-1,JFD-0198-3,JFD-0198-4,JFD-0198-5,JFD-0198-10,JFD-0198-11,JFD-0198-12","14""D","64""W","34""H"
JFD-0197,Acrylic Discs Martini Table,John Richard,Furniture > Living > Tables > Occasional Tables,585,1609,This martini table features stacked acrylic discs trimmed in gold leaf and a crystal base.,JFD-0197-1,"14""D","14""W","22.5""H"
JFD-0194,Shaye Rawson's Mont-De-Marsan Occasional Table,John Richard,Furniture > Living > Tables > Occasional Tables,880,2420,The Mont-de-Marsan image by artist Shaye Rawson has been applied to the top of this occasional table and covered in a hand-applied vitreous finish. The base and legs are done in a hand-finished gold.,JFD-0194-1,"40""D","40""W","19""H"
JFD-0192,Marbre Martini Table,John Richard,Furniture > Living > Tables > Occasional Tables,710,1953,"This elegant martini table features a circular tray top and solid cylindrical base in honed white Carrara marble. The top and base are connected by a delicate, brushed stainless steel stem.","JFD-0192-1,JFD-0192-4,JFD-0192-10","14""D","14""W","24""H"
JFD-0191,Lynbrook Martini Table,John Richard,Furniture > Living > Tables > Occasional Tables,490,1348,"This martini table features an inverted L-shape in exotic entedua crotch veneer, with a clear acrylic leg fitted by four decorative screwheads in stainless steel finished in polished brass.","JFD-0191-1,JFD-0191-3,JFD-0191-10","10""D","14""W","22""H"
JFD-0189,Poirot Martini Table,John Richard,Furniture > Living > Tables > Occasional Tables,470,1292,This martini table with a polished stainless steel frame consists of two pyramids mounted top to tail. The glass top features a pattern of alternating squares of églomisé and mirrored glass.,"JFD-0189-1,JFD-0189-7,JFD-0189-10","10""D","10""W","20.5""H"
JFD-0182,Shaye Rawson's Spring Rain Sofa Table With Shelf,John Richard,Furniture > Living > Tables > Console Tables,1000,2750,The Spring Rain image by artist Shaye Rawson has been applied to the top and bottom shelf of this sofa table and covered in a hand-applied vitreous finish. The base and legs are done in a hand-finished silver.,"JFD-0182-1,JFD-0182-4,JFD-0182-10","14""D","64""W","34""H"
JFD-0179,Shaye Rawson's Spring Rain Cocktail Table With Shelf,John Richard,Furniture > Living > Tables > Cocktail Tables,975,2681,The Spring Rain image by artist Shaye Rawson has been applied to the top of this cocktail table and covered in a hand-applied vitreous finish. The base and legs are done in a hand-finished silver. This table has an added shelf.,"JFD-0179-1,JFD-0179-3,JFD-0179-4,JFD-0179-7,JFD-0179-10,JFD-0179-11,JFD-0179-12","42""D","42""W","19""H"
JFD-0177,Clichy Martini Table,John Richard,Furniture > Living > Tables > Occasional Tables,515,1416,"This martini table features an inverted L-shape in grey figured eucalyptus veneer, with a clear acrylic leg fitted by four decorative screws in polished stainless steel.","JFD-0177-1,JFD-0177-4,JFD-0177-10","10""D","14""W","22""H"
JFD-0172,Marble Cabaret Table,John Richard,Furniture > Living > Tables > Occasional Tables,755,2076,"Marked with a circular aesthetic, this cabaret table featuring white marble, acrylic, and antiqued brass finishes would make an excellent addition to any room.",JFD-0172-1,"16.5""D","16.5""W","36""H"
JFD-0168,Polished Nickel And Crystal Martini Table,John Richard,Furniture > Living > Tables > Occasional Tables,600,1650,This martini table features a crystal top and a polished nickel base.,JFD-0168-1,"12""D","12""W","24""H"
JFD-0164,Brass And Crystal Martini Table,John Richard,Furniture > Living > Tables > Occasional Tables,565,1554,This martini table features a crystal block atop a brass base.,"JFD-0164-1,JFD-0164-3,JFD-0164-10","12""D","12""W","24""H"
JFD-0163,Susan Godwin's Miles Apart Occasional Table,John Richard,Furniture > Living > Tables > Occasional Tables,880,2420,The image Miles Apart by artist Susan Godwin has been applied to the top of this occasional table and covered in a hand-applied vitreous finish. The base and legs are done in a hand-finished gold.,"JFD-0163-1,JFD-0163-3,JFD-0163-10","40""D","40""W","19""H"
JFD-0162,Susan Godwin's Miles Apart Sofa Table With Shelf,John Richard,Furniture > Living > Tables > Console Tables,1000,2750,The image Miles Apart by artist Susan Godwin has been applied to the top and bottom shelf of this sofa table and covered in a hand-applied vitreous finish. The base and legs are done in a hand-finished gold.,"JFD-0162-1,JFD-0162-3,JFD-0162-4,JFD-0162-10,JFD-0162-11","14""D","64""W","34""H"
JFD-0160,Crystal Side Table,John Richard,Furniture > Living > Tables > End Tables,700,1925,This contemporary side table is in clear crystal.,JFD-0160-1,"8""D","20""W","19.5""H"
JFD-0157,Nîmes Martini Table,John Richard,Furniture > Living > Tables > Occasional Tables,410,1128,"This martini table features a European walnut crotch veneer top rim and base in a walnut finish. There is a fixed, inset stainless steel tray in the top. The top and base are attached by an elegant stem in stainless steel. All metalwork is finished in polished brass.","JFD-0157-1,JFD-0157-3,JFD-0157-4,JFD-0157-10,JFD-0157-11","12""D","12""W","21""H"
JFD-0142,Austin A. James' Fleur de Sel Sofa Table,John Richard,Furniture > Living > Tables > Console Tables,750,2063,The image by Austin A. James has been applied to the top of this sofa table and covered in a hand-applied vitreous finish. The base and legs are done in a hand-finished silver.,JFD-0142-1,"14""D","64""W","34""H"
JFD-0140,Austin A. James' New Orleans White Gold Coffee Table With Shelf,John Richard,Furniture > Living > Tables > Cocktail Tables,880,2420,The image by Austin A. James has been applied to the top and bottom shelf of this coffee table and covered in a hand-applied vitreous finish. The base and legs are done in a hand-finished gold.,JFD-0140-1,"26""D","54""W","20""H"
JFD-0138,Marble Block Table,John Richard,Furniture > Living > Tables > End Tables,495,1361,This table features an iron stand hand-finished in silver topped with a marble block.,JFD-0138-1,"10.25""D","10.25""W","25""H"
JFD-0131,Essen Side Table,John Richard,Furniture > Living > Tables > End Tables,600,1650,"A piazza top and shelf are supported between a pair of steel, s-shaped side plates finished in transitional silver to complete this two-tier side table.","JFD-0131-1,JFD-0131-3,JFD-0131-10","12.5""D","18.5""W","23""H"
JFD-0129,Austin A. James' New Orleans White Gold End Table With Shelf,John Richard,Furniture > Living > Tables > End Tables,725,1994,The image by Austin A. James has been applied to the top and bottom shelf of this end table and covered in a hand-applied vitreous finish. The base and legs are done in a hand-finished gold.,JFD-0129-1,"26""D","26""W","24""H"
JFD-0128,Shaye Rawson's Pavo Occasional Table,John Richard,Furniture > Living > Tables > Occasional Tables,880,2420,The Pavo image by Shaye Rawson has been applied to the top of this occasional table and covered in a hand-applied vitreous finish. The base and legs are done in a hand-finished gold.,"JFD-0128-1,JFD-0128-3,JFD-0128-10","40""D","40""W","19""H"
JFD-0127,Shaye Rawson's Andromeda Coffee Table,John Richard,Furniture > Living > Tables > Cocktail Tables,880,2420,Shaye Rawson's image Andromeda has been applied to this coffee table.,"JFD-0127-1,JFD-0127-10","32""D","56""W","17.75""H"
JFD-0125,Austin A. James' Bird On A Wire Bunching Cocktail Table,John Richard,Furniture > Living > Tables > Cocktail Tables,600,1650,Austin A. James' Bird on a Wire has been applied to the top of this bunching cocktail table. It is in a lighter shade than the wall art version.,"JFD-0125-1,JFD-0125-3,JFD-0125-5,JFD-0125-10","24""D","24""W","19.25""H"
JFD-0122,Glass Block Side Table,John Richard,Furniture > Living > Tables > End Tables,560,1540,A side table has a glass block top and a base in a gold finish.,JFD-0122-1,"9.5""D","15.25""W","25""H"
JFD-0121,Glass Block Martini Table,John Richard,Furniture > Living > Tables > Occasional Tables,450,1238,A martini table has a glass block top and a base in a gold finish.,JFD-0121-1,"8""D","8""W","24.75""H"
JFD-0119,Shaye Rawson's Pavo Sofa Table,John Richard,Furniture > Living > Tables > Console Tables,750,2063,The Pavo image by Shaye Rawson has been applied to the top of this sofa table and covered in a hand-applied vitreous finish. The base and legs are done in a hand-finished gold.,"JFD-0119-1,JFD-0119-3,JFD-0119-10","14""D","64""W","34""H"
JFD-0116,Agate Martini Table,John Richard,Furniture > Living > Tables > Occasional Tables,370,1018,A martini table with a sliced and polished agate top and a polished nickel base.,JFD-0116-1,"12""D","12""W","22""H"
JFD-0113,Calcite And Antique Brass Accent Table,John Richard,Furniture > Living > Tables > Occasional Tables,810,2228,A rectangular accent table has a calcite top and an antique brass base.,JFD-0113-1,"8""D","24""W","22.25""H"
JFD-0107,Gold-Dusted Martini Table,John Richard,Furniture > Living > Tables > Occasional Tables,460,1265,A martini table in antique gold leaf has a glass top dusted in gold.,JFD-0107-1,"11""D","11""W","20""H"
JFD-0096,Twisted Martini Table,John Richard,Furniture > Living > Tables > Occasional Tables,330,908,A martini table with a twisted branch base in polished nickel with a cream marble top.,"JFD-0096-1,JFD-0096-6","12""D","12""W","20""H"
JFD-0093,Clarity Martini Table,John Richard,Furniture > Living > Tables > Occasional Tables,525,1444,An inverted L-shaped martini table in smoked eucalyptus with an acrylic leg attached by four decorative stainless steel screwheads in a polished brass finish.,JFD-0093-1,"10""D","14""W","22""H"
JFD-0087,Round Crystal Martini Table,John Richard,Furniture > Living > Tables > Occasional Tables,575,1581,A round crystal martini table.,"JFD-0087-1,JFD-0087-6,JFD-0087-7,JFD-0087-8","12""D","12""W","22""H"
JFD-0086,Rectangular Crystal Martini Table,John Richard,Furniture > Living > Tables > Occasional Tables,655,1801,A rectangular crystal martini table.,JFD-0086-1,"8""D","12""W","22""H"
JFD-0082,Martini Side Table,John Richard,Furniture > Living > Tables > End Tables,620,1705,A solid crystal column martini side table has a brass column base.,JFD-0082-1,"10""D","10""W","20""H"
