sku,Name,Brand,Categories,WS Price,IMAP Rate ,IMAP Price,Description,Images,Length,Width,Height
EUR-01-0097,John Richard Églomisé Three-Drawer Chest with Silver-Leaf Molding,John Richard,Chests,1785,2,3570,"36""H X 40""W X 21""D This églomisé chest of drawers features an angular front, silver-leaf moldings, and silver-plated brass handles.","EUR-01-0097-1,EUR-01-0097-2",,,
EUR-10-0107,John Richard Lavertezzo Dining Table,John Richard,Tables > Dining Tables,1905,2,3810,"31""H X 62""D A circular dining table features a segmented tiza gesso top. The gracefully twisting pedestal is inlaid in hessian and has a complementing gesso finish applied.",EUR-10-0107-1,,,
EUR-10-0062,John Richard Verona Dining Table,John Richard,Tables > Dining Tables,2180,2,4360,"30""H X 94.25""W X 47.25""D The ornately detailed, Italian-inspired Verona dining table is surely to impress even the most discerning guests. The delicate acanthus leaf carvings on the tapered, fluted legs, along with the antique gilded floral garland adorning the apron and the faux marble painted top, are truly one of a kind atop our fine Verona painted finish.This faux marble table top has a sealer applied to withstand minor spills of liquids; however, to maintain the look of the table, it is critical to wipe off any liquid spills or condensation marks as soon as possible with a soft cloth. Liquids such as red wine should be wiped off immediately. Do not place items which are too hot to handle with bare hands directly onto the table surface. Use a protective heat pad between the hot item and the table.","EUR-10-0062-1,
EUR-10-0062-2,
EUR-10-0062-3",,,
EUR-10-0038,John Richard Bourbon Round Dining Table,John Richard,Tables > Dining Tables,1985,2,3970,"30.5""H X 67""D The turned, bulbous column and edge details are finished in Parisian silver, while the apron rail is inset with antiqued mirror tiles, above which there is a foxed mirror top.","EUR-10-0038-1,
EUR-10-0038-2",,,
EUR-10-0029,John Richard Branches Dining Table,John Richard,Tables > Dining Tables,1525,2,3050,"30""H X 44""D A glass top is supported by a sculpted metal base in the form of twisted branches. The finish is old gold.","EUR-10-0029-1,
EUR-10-0029-2",,,
EUR-10-0025,John Richard Bourbon Dining Table,John Richard,Tables > Dining Tables,1855,2,3710,"30""H X 96""W X 42""D This table has D-shaped ends and a foxed mirror top and apron rail, all supported by four tapered and mirrored legs, with moldings finished in Parisian silver.
Product Weight: 194
Package Weight: 335.5",EUR-10-0025-1,,,
EUR-03-0800,John Richard Bottaro Nesting Side Tables,John Richard,Tables > Occasional Tables,745,2,1490,"Small: 19""H X 21.5""W X 12""D, Large: 23""H X 24""W X 12""D This set of two nesting side tables features capiz shell tops with crossover bases in stainless steel.","EUR-03-0800-1,
EUR-03-0800-2",,,
EUR-03-0798,John Richard Loftus Cocktail Table,John Richard,Tables > Cocktail Tables,960,2,1920,"16""H X 59.5""W X 36""D The oval top of this cocktail table, finished in tiza gesso, rests on an inset oval base finished in antique pewter.","EUR-03-0798-1,
EUR-03-0798-2",,,
EUR-03-0789,John Richard Loxbridge Cocktail Table,John Richard,Tables > Cocktail Tables,1500,2,3000,"17""H X 48""W X 48""D This modern cocktail table consists of a slab top of quartered, smoked oak veneer in a natural finish and four inset polished stainless steel legs, offset at each corner.",EUR-03-0789-1,,,
EUR-03-0785,John Richard Besson Cocktail Table,John Richard,Tables > Cocktail Tables,1550,2,3100,"16""H X 48""W X 48""D The Besson Cocktail Table features a slab in a tiza gesso composite laminate. Acrylic legs on either side are fitted with decorative polished stainless steel bolts.","EUR-03-0785-1,
EUR-03-0785-2",,,
EUR-03-0776,John Richard Morin End Table,John Richard,Tables > End Tables,665,2,1330,"22""H X 21""W X 10""D This modern end table features a base in figured, smoked eucalyptus and a heavy crystal glass top with a gold bottom.","EUR-03-0776-1,
EUR-03-0776-2",,,
EUR-03-0775,John Richard Semois End Table,John Richard,Tables > End Tables,610,2,1220,"22""H X 21""W X 10""D This modern end table features a base in tiza gesso and a heavy crystal glass top with a silvered bottom.","EUR-03-0775-1,
EUR-03-0775-2",,,
EUR-03-0772,John Richard Chambolle Side Table,John Richard,Tables > Occasional Tables,360,2,720,"24.5""H X 15.75""D This circular side table features a dental molding below the top with an ogee edge. The finish is in Carlotta gold.","EUR-03-0772-1,
EUR-03-0772-2,
EUR-03-0772-3,
EUR-03-0772-4",,,
EUR-03-0770,John Richard Tezzo Cocktail Table,John Richard,Tables > Cocktail Tables,775,2,1550,"17""H X 54""W X 36""D This industrial-style block cocktail table is in a faux concrete finish and sits on an inset plinth finished in antique pewter.","EUR-03-0770-1,
EUR-03-0770-2,
EUR-03-0770-3",,,
EUR-03-0754,John Richard Loftus Side Table,John Richard,Tables > Occasional Tables,665,2,1330,"23""H X 22""W X 22""D A single piece of transparent acrylic dissects the top and base of this unique side table. The top and base are finished in tiza gesso, and there is a pewter silver plinth.","EUR-03-0754-1,
EUR-03-0754-2,
EUR-03-0754-3",,,
EUR-03-0743,John Richard Loftus End Table,John Richard,Tables > End Tables,680,2,1360,"22""H X 22""W X 22""D This end table features an inverted L-shape in tiza gesso, with an acrylic leg attached by three decorative polished stainless steel screwheads.","EUR-03-0743-1,
EUR-03-0743-2,
EUR-03-0743-3",,,
EUR-03-0741,John Richard Takeley Nesting Tables,John Richard,Tables > Occasional Tables,720,2,1440,"Small: 21.5""H X 18.5""W X 18""D, Large: 24.5""H X 24""W X 18""D This nest of two tables is inlaid in a woven-patterned resin in antique beluga, with solid oak edges in silver white.","EUR-03-0741-1,
EUR-03-0741-2,
EUR-03-0741-3",,,
EUR-03-0740,John Richard Piazza Bistro Table,John Richard,Tables > Occasional Tables,1025,2,2050,"42.5""H X 36""D This bistro table features a circular slab top in piazza mounted on a simple brushed stainless steel base.","EUR-03-0740-1,
EUR-03-0740-2",,,
EUR-03-0734,John Richard Vicenza Cocktail Table,John Richard,Tables > Cocktail Tables,1930,2,3860,"17""H X 48""W X 35.5""D An imposing marble cocktail table in honed white Carrara with an inset plinth finished in brushed brass.","EUR-03-0734-1,
EUR-03-0734-2",,,
EUR-03-0733,John Richard Kano Side Table,John Richard,Tables > Occasional Tables,905,2,1810,"23""H X 27""W X 27""D The top of the Kano side table features a book-matched crocodile pattern in textured resin finished in variegated tones of cream and white. The base is in cast aluminum with a linear textured pattern finished in silver white.","EUR-03-0733-1,
EUR-03-0733-2,
EUR-03-0733-3",,,
EUR-03-0730,John Richard Kano Cocktail Table,John Richard,Tables > Cocktail Tables,1250,2,2500,"18.5""H X 48""W X 48""D Mounted on a simple metal-framed base in a textured finish in silver white, the top of the Kano cocktail table features a book-matched crocodile pattern in textured resin finished in variegated tones of cream and white.","EUR-03-0730-1,
EUR-03-0730-2,
EUR-03-0730-3",,,
EUR-03-0717,John Richard Piazza Nesting Tables,John Richard,Tables > Occasional Tables,570,2,1140,"Small: 19""H X 15.75""W X 18""D, Large: 22""H X 22""W X 18""D This set of two nesting tables features piazza tops. The oak legs are rectangular frames finished in silver white.",EUR-03-0717-1,,,
EUR-03-0716,John Richard Marimo Cocktail Table,John Richard,Tables > Cocktail Tables,1250,2,2500,"19""H X 54""W X 30""D This modern elliptical cocktail table features a piazza top dissected into quadrants by two lines finished in silver white to match the cross-stretchered steel base.","EUR-03-0716-1,
EUR-03-0716-2,
EUR-03-0716-3",,,
EUR-03-0700,John Richard Loftus Slab Cocktail Table,John Richard,Tables > Cocktail Tables,1345,2,2690,"19""H X 60""W X 30""D Finished in tiza gesso, this cocktail tabletop is dissected by two acrylic slab supports.

",EUR-03-0700-1,,,
EUR-02-0333,John Richard Capiz Shell Console Table,John Richard,Tables > Console Tables,2135,2,4270,"34.5""H X 66""W X 18""D This console table features a capiz shell top mounted on a brushed stainless steel frame.",EUR-02-0333-1,,,
EUR-02-0328,John Richard Palma Console Table,John Richard,Tables > Console Tables,1305,2,2610,"37""H X 72""W X 18""D The Palma Console Table with three drawers is in American black walnut veneer and tiza gesso laminate. The finish is Windsor black with gold detailing. It features three blue agate handles. Soft-closing drawer runners are fitted throughout.","EUR-02-0328-1,
EUR-02-0328-2",,,
EUR-02-0315,John Richard Piazza Console Table,John Richard,Tables > Console Tables,720,2,1440,"34""H X 59""W X 11""D This narrow hall console table features a piazza slab top mounted on a polished stainless steel frame.","EUR-02-0315-1,
EUR-02-0315-2,
EUR-02-0315-3",,,
EUR-02-0310,John Richard Tissé Console Table,John Richard,Tables > Console Tables,1480,2,2960,"33""H X 72""W X 16""D This modern console table features a pedestal of interwoven strips of dark grey figured eucalyptus veneer and handwrought steel struts in pewter silver. The top and base are in dark grey figured eucalyptus. Disclaimer: Console must be securely attached to the wall for support. Hardware is provided with the console.","EUR-02-0310-1,
EUR-02-0310-2,
EUR-02-0310-3,
EUR-02-0310-4",,,
EUR-02-0292,John Richard Loftus Console Table,John Richard,Tables > Console Tables,1420,2,2840,"36""H X 78""W X 16""D A single-drawer console table finished in tiza gesso has two acrylic slab supports dissecting the top. The drawer features a concealed handgrab and soft-closing drawer runners.","EUR-02-0292-1,
EUR-02-0292-2,
EUR-02-0292-3",,,
EUR-02-0283,John Richard Autstin A. James' Lustrous Sky Sofa Table,John Richard,Tables > Occasional Tables,680,2,1360,"34""H X 64""W X 14""D Lustrous Sky by Austin A. James has been applied to the top of this sofa table and covered in a hand-applied vitreous finish. The base and legs are done in a hand-finished gold. DISCLAIMER: The acrylic coating on John Richard art is of the highest quality and is meticulously applied. Due to the nature of the process tiny imperfections may remain on the acrylic surface. These are due to the hand made nature of the product. Avoid direct sunlight since this may cause they acrylic to yellow over time. Clean the art with a dry lint free cloth. Stubborn stains may be removed using a cloth with mild soap. Dry the art after cleaning with a lint free cloth.",EUR-02-0283-1,,,
EUR-02-0260,John Richard Luna Console Table,John Richard,Tables > Console Tables,1220,2,2440,"35""H X 66.5""W X 13""D An irregular block cast metal frame, in a rustic silver finish, supports the inset Luna mirrored top.","EUR-02-0260-1,
EUR-02-0260-2,
EUR-02-0260-3",,,
JFD-0280,John Richard Winged Cocktail Table,John Richard,Tables > Cocktail Tables,895,2,1790,"16.5""H X 31""W X 31""D Winged Cocktail Table in golden bronze with a 48"" round glass top",JFD-0280-1,,,
JFD-0274,John Richard Brutalist Brass Martini Table,John Richard,Tables > Cocktail Tables,545,2,1090,"25""H X 12""W X 12""D Brutalist Brass Martini Table with Marble Base and top",JFD-0274-1,,,
JFD-0248,John Richard Cocktail Table in Brass with Black Marble Top,John Richard,Tables > Cocktail Tables,1225,2,2450,"18.5""H X 60""W X 36""D This cocktail table features an angled, striated, and textured base in brass plating with a black marble top.",JFD-0248-1,,,
JFD-0247,John Richard Cocktail Table in Nickel with Marble Top,John Richard,Tables > Cocktail Tables,1095,2,2190,"18.5""H X 60""W X 36""D This cocktail table features an angled, striated, and textured base in nickel plating with a white marble top.",JFD-0247-1,,,
JFD-0246,John Richard End Table in Brass with Granite Top,John Richard,Tables > End Tables,575,2,1150,"22.5""H X 22""W X 22""D This end table features an angled, striated, and textured base in brass plating with a black granite top.",JFD-0246-1,,,
JFD-0245,John Richard End Table in Nickel with Marble Top,John Richard,Tables > End Tables,495,2,990,"22.5""H X 22""W X 22""D This end table features an angled, striated, and textured base in nickel plating with a white marble top.",JFD-0245-1,,,
JFD-0244,John Richard Arc Nickel Cocktail Table,John Richard,Tables > Cocktail Tables,1095,2,2190,"17.5""H X 60""D The Arc Nickel Cocktail Table features a textured base in nickel plating with a glass top.",JFD-0244-1,,,
JFD-0243,John Richard Arc End Table,John Richard,Tables > End Tables,325,2,650,"19.5""H X 20""D The Arc End Table features a textured base in nickel plating with a glass top.",JFD-0243-1,,,
JFD-0240,John Richard Windswept Martini Table,John Richard,Tables > Cocktail Tables,250,2,500,"21""H X 15""D The Windswept Martini Table showcases a sculptural brass body between a white marble top and base.",JFD-0240-1,,,
JFD-0237,John Richard Polished Nickel Martini Table,John Richard,Tables > Occasional Tables,250,2,500,"20.5""H X 8""D This martini table features a sculpted body in polished nickel between a white marble top and base.",JFD-0237-1,,,
JFD-0236,John Richard Martini Table in Brass and Marble,John Richard,Tables > Occasional Tables,250,2,500,"20.5""H X 8""D This martini table features a sculpted body in polished brass between a black marble top and base.",JFD-0236-1,,,
JFD-0235,John Richard Foliage Martini Table,John Richard,Tables > Occasional Tables,295,2,590,"22""H X 12""D This sculpted martini table features a twisted foliage design in a brass finish between a black marble top and base.",JFD-0235-1,,,
JFD-0234,John Richard White Foliage Martini Table,John Richard,Tables > Occasional Tables,260,2,520,"22""H X 12""D This sculpted martini table features a twisted foliage design in a nickel finish between a white marble top and base.",JFD-0234-1,,,
JFD-0233,John Richard Blues Accent Table,John Richard,Tables > Occasional Tables,565,2,1130,"20.75""H X 20.25""W X 10""D A modern accent table with polished brass legs features an organic design in blues hand-painted on a mirrored background.",JFD-0233-1,,,
JFD-0232,John Richard Indigo Accent Table,John Richard,Tables > Occasional Tables,565,2,1130,"20.5""H X 20""W X 10""D A modern accent table with polished stainless steel legs features a glass top with printed art.",JFD-0232-1,,,
JFD-0231,John Richard Hugo End Table,John Richard,Tables > End Tables,495,2,990,"20.5""H X 22""W X 18""D The Hugo End Table features a glass top with abstract, wispy clouds hand-painted in shades of blue and legs in brushed stainless steel.",JFD-0231-1,,,
JFD-0230,John Richard Travertine Martini Table,John Richard,Tables > Occasional Tables,650,2,1300,"24""H X 14""D This elegant martini table features a circular tray top and solid cylindrical base in honed travertine marble. The top and base are connected by a delicate stem in brushed brass.",JFD-0230-1,,,
JFD-0229,John Richard Crystal Martini Table,John Richard,Tables > Occasional Tables,395,2,790,"18.25""H X 12""W X 12""D This martini table features stacked solid crystal.",JFD-0229-1,,,
JFD-0228,John Richard Etched Crystal Accent Table,John Richard,Tables > Occasional Tables,775,2,1550,"20""H X 18""W X 10""D This solid crystal accent table features an etched geometric design.","JFD-0228-1,JFD-0228-2",,,
JFD-0226,John Richard Crystal Side Table,John Richard,Tables > Occasional Tables,1175,2,2350,"20.75""H X 22""W X 10.25""D This side table features textured cast glass and a solid crystal top and base.",JFD-0226-1,,,
JFD-0221,John Richard End Table in Bronze,John Richard,Tables > Occasional Tables,670,2,1340,"23.5""H X 30""W X 30""D This end table features a sculptural base in a bronze finish with a glass top",JFD-0221-1,,,
JFD-0220,John Richard Organic Form Brass and Glass Martini Table,John Richard,Tables > Occasional Tables,455,2,910,"26.5""H X 22""W X 14""D The rectangular glass top of this martini table appears to float above the brass base that's in an organic form.",JFD-0220-1,,,
JFD-0214,John Richard Baluster Martini Table,John Richard,Tables > Occasional Tables,270,2,540,"23""H X 11.75""D This sculpted, architectural Baluster Martini Table in a bronze finish features a concrete base and top.",JFD-0214-1,,,
JFD-0213S2,John Richard Marble Nesting Side Tables,John Richard,Tables > Occasional Tables,620,2,1240,"Small: 19.5""H X 20""W X 10""D, Large: 24""H X 24""W X 10""D This set of two nesting side tables features travertine marble tops with bases in an antique brass finish.","JFD-0213S2-1,
JFD-0213S2-2,
JFD-0213S2-3",,,
JFD-0212,John Richard Cross Arc End Table,John Richard,Tables > End Tables,620,2,1240,"21.5""H X 22""D This Cross Arc End Table has a travertine marble top and a base with a textured finish in antique brass.",JFD-0212-1,,,
JFD-0211S2,John Richard Arc Marble Nesting Side Tables ,John Richard,Tables > Occasional Tables,725,2,1450,"Small: 19""H X 19""W X 11""D, Large: 21""H X 22""W X 13""D This set of two nesting side tables features travertine marble tops with arc bases in an antique brass finish.","JFD-0211S2-1,
JFD-0211S2-2,
JFD-0211S2-3,
JFD-0211S2-4",,,
JFD-0209,John Richard Austin A. James' Monarch Sofa Table,John Richard,Tables > Console Tables,725,2,1450,"32""H X 60""W X 12""D The Monarch image by artist Austin A. James has been applied to the top of this sofa table and covered in a hand-applied vitreous finish. The base legs are in a hand-finished gold. DISCLAIMER: The acrylic coating on John Richard art is of the highest quality and is meticulously applied. Due to the nature of the process tiny imperfections may remain on the acrylic surface. These are due to the hand made nature of the product. Avoid direct sunlight since this may cause they acrylic to yellow over time. Clean the art with a dry lint free cloth. Stubborn stains may be removed using a cloth with mild soap. Dry the art after cleaning with a lint free cloth.",JFD-0209-1,,,
JFD-0208,John Richard Austin A. James' Concord Three-Tier Sofa Table,John Richard,Tables > Console Tables,855,2,1710,"32""H X 60""W X 10""D The Concord image by artist Austin A. James has been applied to the top and bottom tiers of this sofa table and covered in a hand-applied vitreous finish. The frame and legs are in a hand-finished gold. DISCLAIMER: The acrylic coating on John Richard art is of the highest quality and is meticulously applied. Due to the nature of the process tiny imperfections may remain on the acrylic surface. These are due to the hand made nature of the product. Avoid direct sunlight since this may cause they acrylic to yellow over time. Clean the art with a dry lint free cloth. Stubborn stains may be removed using a cloth with mild soap. Dry the art after cleaning with a lint free cloth.","JFD-0208-1,
JFD-0208-2,
JFD-0208-3,
JFD-0208-4",,,
JFD-0205S2,John Richard Textured Nesting Tables in Nickel (Set of Two),John Richard,Tables > Occasional Tables,995,2,1990,"Small: 19.5""H X 21""W X 18""D, Large: 22.5""H X 26.5""W X 18""D This set of two nesting tables has a textured finish in nickel.",JFD-0205S2-1,,,
JFD-0204,John Richard Textured Accent Table in Nickel,John Richard,Tables > Occasional Tables,305,2,610,"19.5""H X 21.5""W X 10""D This aluminum accent table has a textured finish in nickel.",JFD-0204-1,,,
JFD-0203,John Richard Darcy End Table,John Richard,Tables > End Tables,555,2,1110,"22.5""H X 24""W X 10""D This elegant, stretchered end table in stainless steel with a polished brass finish has an inset top with alternating rectangles of gold églomisé and reverse-painted black glass.",JFD-0203-1,,,
JFD-0202,John Richard Poirot End Table,John Richard,Tables > End Tables,445,2,890,"22.5""H X 24""W X 10""D This elegant, stretchered end table in polished stainless steel has an inset top with alternating rectangles of silver églomisé and mirrored glass.",JFD-0202-1,,,
JFD-0198,John Richard Shaye Rawson's Mont-de-Marsan Sofa Table with Shelf,John Richard,Tables > Console Tables,905,2,1810,"34""H X 64""W X 14""D The Mont-de-Marsan image by artist Shaye Rawson has been applied to the top and bottom shelf of this sofa table and covered in a hand-applied vitreous finish. The base and legs are done in a hand-finished gold. DISCLAIMER: The acrylic coating on John Richard art is of the highest quality and is meticulously applied. Due to the nature of the process tiny imperfections may remain on the acrylic surface. These are due to the hand made nature of the product. Avoid direct sunlight since this may cause they acrylic to yellow over time. Clean the art with a dry lint free cloth. Stubborn stains may be removed using a cloth with mild soap. Dry the art after cleaning with a lint free cloth.","JFD-0198-1,
JFD-0198-2,
JFD-0198-3",,,
JFD-0197,John Richard Acrylic Discs Martini Table,John Richard,Tables > Occasional Tables,530,2,1060,"22.5""H X 14""D This martini table features stacked acrylic discs trimmed in gold leaf and a crystal base.",JFD-0197-1,,,
JFD-0194,John Richard Shaye Rawson's Mont-de-Marsan Occasional Table,John Richard,Tables > Occasional Tables,800,2,1600,"19""H X 40""W X 40""D The Mont-de-Marsan image by artist Shaye Rawson has been applied to the top of this occasional table and covered in a hand-applied vitreous finish. The base and legs are done in a hand-finished gold. DISCLAIMER: The acrylic coating on John Richard art is of the highest quality and is meticulously applied. Due to the nature of the process tiny imperfections may remain on the acrylic surface. These are due to the hand made nature of the product. Avoid direct sunlight since this may cause they acrylic to yellow over time. Clean the art with a dry lint free cloth. Stubborn stains may be removed using a cloth with mild soap. Dry the art after cleaning with a lint free cloth.",JFD-0194-1,,,
JFD-0192,John Richard Marbre Martini Table,John Richard,Tables > Occasional Tables,645,2,1290,"24""H X 14""D This elegant martini table features a circular tray top and solid cylindrical base in honed white Carrara marble. The top and base are connected by a delicate, brushed stainless steel stem.","JFD-0192-1,
JFD-0192-2",,,
JFD-0191,John Richard Lynbrook Martini Table,John Richard,Tables > Occasional Tables,445,2,890,"22""H X 14""W X 10""D This martini table features an inverted L-shape in exotic entedua crotch veneer, with a clear acrylic leg fitted by four decorative screwheads in stainless steel finished in polished brass.","JFD-0191-1,
JFD-0191-2",,,
JFD-0189,John Richard Poirot Martini Table,John Richard,Tables > Occasional Tables,425,2,850,"20.5""H X 10""W X 10""D This martini table with a polished stainless steel frame consists of two pyramids mounted top to tail. The glass top features a pattern of alternating squares of églomisé and mirrored glass.","JFD-0189-1,
JFD-0189-2",,,
JFD-0187,John Richard Arc Side Table,John Richard,Tables > Occasional Tables,415,2,830,"22.5""H X 24""D This arc side table features a base with a striated texture in nickel with a whitewash finish and a glass top.",JFD-0187-1,,,
JFD-0182,John Richard Shaye Rawson's Spring Rain Sofa Table with Shelf,John Richard,Tables > Console Tables,905,2,1810,"34""H X 64""W X 14""D The Spring Rain image by artist Shaye Rawson has been applied to the top and bottom shelf of this sofa table and covered in a hand-applied vitreous finish. The base and legs are done in a hand-finished silver. DISCLAIMER: The acrylic coating on John Richard art is of the highest quality and is meticulously applied. Due to the nature of the process tiny imperfections may remain on the acrylic surface. These are due to the hand made nature of the product. Avoid direct sunlight since this may cause they acrylic to yellow over time. Clean the art with a dry lint free cloth. Stubborn stains may be removed using a cloth with mild soap. Dry the art after cleaning with a lint free cloth.","JFD-0182-1,
JFD-0182-2",,,
JFD-0179,John Richard Shaye Rawson's Spring Rain Cocktail Table with Shelf,John Richard,Tables > Cocktail Tables,885,2,1770,"19""H X 42""W X 42""D The Spring Rain image by artist Shaye Rawson has been applied to the top of this cocktail table and covered in a hand-applied vitreous finish. The base and legs are done in a hand-finished silver. This table has an added shelf. DISCLAIMER: The acrylic coating on John Richard art is of the highest quality and is meticulously applied. Due to the nature of the process tiny imperfections may remain on the acrylic surface. These are due to the hand made nature of the product. Avoid direct sunlight since this may cause they acrylic to yellow over time. Clean the art with a dry lint free cloth. Stubborn stains may be removed using a cloth with mild soap. Dry the art after cleaning with a lint free cloth.","JFD-0179-1,
JFD-0179-2,
JFD-0179-3,
JFD-0179-4",,,
JFD-0177,John Richard Clichy Martini Table,John Richard,Tables > Occasional Tables,465,2,930,"22""H X 14""W X 10""D This martini table features an inverted L-shape in grey figured eucalyptus veneer, with a clear acrylic leg fitted by four decorative screws in polished stainless steel.","JFD-0177-1,
JFD-0177-2",,,
JFD-0172,John Richard Marble Cabaret Table,John Richard,Tables > Occasional Tables,685,2,1370,"36""H X 16.5""D Marked with a circular aesthetic, this cabaret table featuring white marble, acrylic, and antiqued brass finishes would make an excellent addition to any room.",JFD-0172-2,,,
JFD-0168,John Richard Polished Nickel and Crystal Martini Table,John Richard,Tables > Occasional Tables,545,2,1090,"24""H X 12""W X 12""D This martini table features a crystal top and a polished nickel base.",JFD-0168-1,,,
JFD-0164,John Richard Brass and Crystal Martini Table,John Richard,Tables > Occasional Tables,510,2,1020,"24""H X 12""D This martini table features a crystal block atop a brass base.","JFD-0164-1,
JFD-0164-2",,,
JFD-0163,John Richard Susan Godwin's Miles Apart Occasional Table,John Richard,Tables > Occasional Tables,800,2,1600,"19""H X 40""W X 40""D The image Miles Apart by artist Susan Godwin has been applied to the top of this occasional table and covered in a hand-applied vitreous finish. The base and legs are done in a hand-finished gold. DISCLAIMER: The acrylic coating on John Richard art is of the highest quality and is meticulously applied. Due to the nature of the process tiny imperfections may remain on the acrylic surface. These are due to the hand made nature of the product. Avoid direct sunlight since this may cause they acrylic to yellow over time. Clean the art with a dry lint free cloth. Stubborn stains may be removed using a cloth with mild soap. Dry the art after cleaning with a lint free cloth.","JFD-0163-1,
JFD-0163-2",,,
JFD-0162,John Richard Susan Godwin's Miles Apart Sofa Table with Shelf,John Richard,Tables > Console Tables,905,2,1810,"34""H X 64""W X 14""D The image Miles Apart by artist Susan Godwin has been applied to the top and bottom shelf of this sofa table and covered in a hand-applied vitreous finish. The base and legs are done in a hand-finished gold. DISCLAIMER: The acrylic coating on John Richard art is of the highest quality and is meticulously applied. Due to the nature of the process tiny imperfections may remain on the acrylic surface. These are due to the hand made nature of the product. Avoid direct sunlight since this may cause they acrylic to yellow over time. Clean the art with a dry lint free cloth. Stubborn stains may be removed using a cloth with mild soap. Dry the art after cleaning with a lint free cloth.","JFD-0162-1,
JFD-0162-2,
JFD-0162-3",,,
JFD-0160,John Richard Clear Crystal Side Table ,John Richard,Tables > End Tables,635,2,1270,"19.5""H X 20""W X 8""D This contemporary side table is in clear crystal.",JFD-0160-1,,,
JFD-0157,John Richard Nîmes Martini Table,John Richard,Tables > Occasional Tables,370,2,740,"21""H X 12""D This martini table features a European walnut crotch veneer top rim and base in a walnut finish. There is a fixed, inset stainless steel tray in the top. The top and base are attached by an elegant stem in stainless steel. All metalwork is finished in polished brass.","JFD-0157-1,
JFD-0157-2,
JFD-0157-3",,,
JFD-0142,John Richard Austin A. James' Fleur de Sel Sofa Table,John Richard,Tables > Console Tables,680,2,1360,"34""H X 64""W X 14""D The image by Austin A. James has been applied to the top of this table and covered in a hand-applied vitreous finish. The base and legs are done in a hand-finished silver. DISCLAIMER: The acrylic coating on John Richard art is of the highest quality and is meticulously applied. Due to the nature of the process tiny imperfections may remain on the acrylic surface. These are due to the hand made nature of the product. Avoid direct sunlight since this may cause they acrylic to yellow over time. Clean the art with a dry lint free cloth. Stubborn stains may be removed using a cloth with mild soap. Dry the art after cleaning with a lint free cloth.",JFD-0142-1,,,
JFD-0140,John Richard Austin A. James' New Orleans White Gold Coffee Table with Shelf,John Richard,Tables > Cocktail Tables,800,2,1600,"20""H X 54""W X 26""D The image by Austin A. James has been applied to the top and bottom shelf of this coffee table and covered in a hand-applied vitreous finish. The base and legs are done in a hand-finished gold. DISCLAIMER: The acrylic coating on John Richard art is of the highest quality and is meticulously applied. Due to the nature of the process tiny imperfections may remain on the acrylic surface. These are due to the hand made nature of the product. Avoid direct sunlight since this may cause they acrylic to yellow over time. Clean the art with a dry lint free cloth. Stubborn stains may be removed using a cloth with mild soap. Dry the art after cleaning with a lint free cloth.",JFD-0140-1,,,
JFD-0138,John Richard Marble Block Table,John Richard,Tables > End Tables,450,2,900,"25""H X 20.25""W X 10.25""D This table features an iron stand hand-finished in silver topped with a marble block.",JFD-0138-1,,,
JFD-0131,John Richard Essen Side Table,John Richard,Tables > End Tables,545,2,1090,"23""H X 18.5""W X 12.5""D A piazza top and shelf are supported between a pair of steel, s-shaped side plates finished in transitional silver to complete this two-tier side table.

","JFD-0131-1,
JFD-0131-2",,,
JFD-0129,John Richard Austin A. James' New Orleans White Gold End Table with Shelf,John Richard,Tables > End Tables,655,2,1310,"24""H X 26""W X 26""D The image by Austin A. James has been applied to the top and bottom shelf of this end table and covered in a hand-applied vitreous finish. The base and legs are done in a hand-finished gold. DISCLAIMER: The acrylic coating on John Richard art is of the highest quality and is meticulously applied. Due to the nature of the process tiny imperfections may remain on the acrylic surface. These are due to the hand made nature of the product. Avoid direct sunlight since this may cause they acrylic to yellow over time. Clean the art with a dry lint free cloth. Stubborn stains may be removed using a cloth with mild soap. Dry the art after cleaning with a lint free cloth.",JFD-0129-1,,,
JFD-0128,John Richard Shaye Rawson's Pavo Occasional Table,John Richard,Tables > Occasional Tables,800,2,1600,"19""H X 40""W X 40""D The Pavo image by Shaye Rawson has been applied to the top of this occasional table and covered in a hand-applied vitreous finish. The base and legs are done in a hand-finished gold. DISCLAIMER: The acrylic coating on John Richard art is of the highest quality and is meticulously applied. Due to the nature of the process tiny imperfections may remain on the acrylic surface. These are due to the hand made nature of the product. Avoid direct sunlight since this may cause they acrylic to yellow over time. Clean the art with a dry lint free cloth. Stubborn stains may be removed using a cloth with mild soap. Dry the art after cleaning with a lint free cloth.","JFD-0128-1,
JFD-0128-2",,,
JFD-0127,John Richard Shaye Rawson's Andromeda Coffee Table,John Richard,Tables > Cocktail Tables,800,2,1600,"17.75""H X 56""W X 32""D Shaye Rawson's image Andromeda has been applied to this coffee table.",JFD-0127-1,,,
JFD-0125,John Richard Autstin A. James' Bird on a Wire Bunching Cocktail Table,John Richard,Tables > Cocktail Tables,545,2,1090,"19.25""H X 24""W X 24""D Austin A. James' Bird on a Wire has been applied to the top of this bunching cocktail table. It is in a lighter shade than the wall art version.",JFD-0125-1,,,
JFD-0122,John Richard Glass Block Side Table,John Richard,Tables > End Tables,505,2,1010,"25""H X 15.25""W X 9.5""D A side table has a glass block top and a base in a gold finish.",JFD-0122-1,,,
