sku,Name,Brand,Categories,Price,Description,Images,Length,Width,Height
496045-WRV,Jonathan Charles Rivoli Walnut & White Stainless Steel Entertainment Unit,Jonathan Charles,Entertainment,4417,"Materials: Acacia, Stainless steel, White brass

Dim. - IN: 85 1/2''w x 21 7/8''d x 28 1/4''h

Weight (lbs) 271.17","496045-WRV-1, 496045-WRV-2, 496045-WRV-3, 496045-WRV-4, 496045-WRV-5",85.5,21,28.25
494468-BLA,Jonathan Charles Small Black Sunburst Mirror,Jonathan Charles,Accessories > Mirrors,842,"Finely detailed small silver sunburst mirror in Louis XIV style with a small central glass and eleven radiating points. Inspired by a 17th century original.

Materials: Acacia, Mirror, Aluminum

Dim. - IN 40 1/4''w x 2 1/2''d x 40 1/4''h

Weight (lbs) 50.71","494468-BLA-1, 494468-BLA-2, 494468-BLA-3",40.25,2.5,40.25
494468-SIL,Jonathan Charles Small Silver Sunburst Mirror,Jonathan Charles,Accessories > Mirrors,1042,"Finely detailed small silver sunburst mirror in Louis XIV style with a small central glass and eleven radiating points. Inspired by a 17th century original. 

Materials: Acacia, Mirror, Silver Leaf

Dim. - IN 40 1/4''w x 2 1/2''d x 40 1/4''h

Weight (lbs) 28.66","494468-SIL-1, 494468-SIL-2, 494468-SIL-3",40.25,2.5,40.25
494104-G,Jonathan CharlesÉglomisé & Gilt Iron Centre Table ,Jonathan Charles,Tables > Center Tables,2381,"Contemporary wrought iron centre table with an antique gilded finish and Églomisé circular top and undertier.

Materials: Iron, Silver leaf, Imitation gold leaf, Walnut Burl Veneer

Dim. - IN: 42 1/2''w x 42 1/2''d x 30''h

Weight (lbs) 125.66","494104-G-1, 494104-G-2, 494104-G-3, 494104-G-4, 494104-G-5",42.5,42.5,30
500224-BSG-ENO,Jonathan Charles Fusion Étagère with Marble Doors,Jonathan Charles,Étagère,7108,"Frame is constructed of brass with a satin finish. Shelf inserts are oak with an ebonized finish. Cabinet features Calacatta marble doors with satin brass hardware. Interior includes one adjustable shelf.

Materials: Brass, Oak

Dim. - IN: 48''w x 15''d x 89 3/8''h

Weight (lbs): 315.26","500224-BSG-ENO-1, 500224-BSG-ENO-2, 500224-BSG-ENO-3, 500224-BSG-ENO-4, 500224-BSG-ENO-5",48,15,89
492105-WAL,Jonathan Charles Planed Walnut Double Sideboard,Jonathan Charles,Credenzas & Sideboards,3675.6,"Large planked walnut sideboard with distressed finish, four drawers with patinated brass handles and back plates above a full length under-tier on baluster turned legs.
MaterialsAcacia
Other MaterialsOak, Oak veneer, Brass

Dim. - IN70 7/8''w x 16 7/8''d x 33 3/4''h
Weight: 146lbs",492105-WAL-1,,,
492260-MAH,Jonathan Charles Georgian Mahogany Secretary,Jonathan Charles,Cabinets,9221.4,"Elegant Georgian style cabinet with classical pediment, geometric glazing bars over the twin doors with three adjustable shelves within, the lower section with a fall front, fully lined curved interior with inset leather writing surface, and four graduate

Material: Acacia
Other Materials: Oak, Mahogany Khaya Crotch veneer, Oak veneer, Leather , Glass, Brass

Dim. - IN40 5/8''w x 22''d x 88 3/8''h
Weight: 332.9lbs","492260-MAH-1,
492260-MAH-2,
492260-MAH-3,
492260-MAH-4",,,
492515-62D-SAM,Jonathan Charles Satinwood Pedestal Dining Table with Placemats,Jonathan Charles,Tables > Dining Tables,11835,"62"" Satinwood round dining table with fine classical marquetry inlay to the top and sides and cast brass handles to match the marquetry detailing. Six drawers each with a marquetry placemat. Seats: 8
Materials: Acacia
Other Materials: Oak, Oak veneer, Cong veneer, Marquetry veneer, Brass, Iron
Dim. - IN62''w x 62''d x 30''h
Weight: 304.24lbs","492515-62D-SAM-1,
492515-62D-SAM-2,
492515-62D-SAM-3,
492515-62D-SAM-4",,,
492656-MAH,Jonathan Charles Large Mahogany Demilune Sideboard,Jonathan Charles,Credenzas & Sideboards,9708,"Substantial Regency style demilune sideboard or buffet with four doors, adjustable shelves within, and a frieze of four drawers. Fine crotch mahogany veneers and crossbanding both on the outside and inside the curved doors. Pierced patinated brass rail to
Materials: Acacia
Other Materials: Oak, Mahogany Khaya Crotch veneer, Oak veneer, Brass
Dim. - IN71 5/8''w x 24 3/4''d x 39 1/2''h
Weight: 277.78lbs","492656-MAH-1,
492656-MAH-2,
492656-MAH-3,
492656-MAH-4",,,
492788-WAL,Jonathan Charles Narrow Walnut Console Antique Finish,Jonathan Charles,Tables > Console Tables,2736,"Narrow console table in antique walnut finish with a planked top and shelf, and four drawers fluted and baluster turned legs.
Materials: Acacia
Other Materials: Oak, Oak veneer
Dim. - IN58''w x 11''d x 33''h
Weight: 81.57lbs","492788-WAL-1,
492788-WAL-2,
492788-WAL-3,
492788-WAL-4",,,
493073-WAL,Jonathan Charles Triple Breakfont Walnut Display Cabinet with Pediment,Jonathan Charles,Cabinets,13163.4,"George II style walnut veneered and crossbanded china display cabinet, the central section with a broken pediment centered with an urn, the whole with glazed full length doors with gothic ogee topped glazing bars, adjustable glass inset shelves, and a pedestal base. Range sensitive lighting with touch controlled dimmer.
MaterialsAcacia
Other MaterialsGlass
Dim. - IN85 3/4''w x 19 5/8''d x 94 1/8''h
Weight: 540.13lbs","493073-WAL-1,
493073-WAL-2,
493073-WAL-3",,,
493061-MFW,Jonathan Charles Large Walnut Refectory Table,Jonathan Charles,Tables > Dining Tables,5139,"Country style heavy planked figured walnut refectory table with triple pedestal base and a heavy stretcher. Seats: 8.
Materials: Acacia
Other Materials: Boisdior/Emeri veneer",493061-MFW-1,,,
493305-WAL,Jonathan Charles William Kent Style Games Table,Jonathan Charles,Tables > Game Tables,4806,"Substantial square walnut card table in the manner of William Kent with grostesque masks carved to the shoulders of the cabriole legs set on realistically carved lions paw feet. Inset tan leather top with brass cup holders.
Materials: Acacia
Other Materials: Oak, Oak veneer, Leather , Brass
Dim. - IN44 5/8''w x 44 5/8''d x 31 5/8''h
Weight: 156.53lbs","493305-WAL-1,
493305-WAL-2,
493305-WAL-3,
493305-WAL-4",,,
493890-WAL-F200,Jonathan Charles Provincial Long Bench,Jonathan Charles,Seating > Benches & Ottomans,1018.8,"Long walnut footstool with distressed finish in French provincial style, the padded upholstered seat in Skipper above scrolling rococo legs. Based on an 18th century original.
Materials: Acacia
Dim. - IN38 1/4''w x 19 7/8''d x 18 1/2''h
Weight: 26.46lbs",493890-WAL-F200-1,,,
494058-EBF,Jonathan Charles Directoire Style Ebonised Escritoire,Jonathan Charles,Desks,6278.4,"Practical black painted walnut Directoire style escritoire with large hinged fall front writing slope. Fully lined within with an inset leather panel as well as an arrangement of drawers in contrasting veneers. The whole raised on shaped block feet. After an original design of c.1800.
Materials: Acacia
Other Materials: Oak, Oak veneer, Leather , Brass
Dim. - IN44''w x 20''d x 62''h
Weight: 294.54lbs","494058-EBF-1,
494058-EBF-2,
494058-EBF-3,
494058-EBF-4",,,
494127-GIL,Jonathan Charles Louis XIV Style Rectangular Coffee Table,Jonathan Charles,Tables > Cocktail Tables,3798,"Louis XIV inspired rectangular coffee table, the satinwood top with fine running marquetry inlay set above a gilded frieze of floral motifs, further veneering to the under-tier and fluted gilt legs.
Materials: Acacia
Other Materials: Cong veneer, Marquetry veneer
Dim. - IN54''w x 32''d x 20''h
Weight: 52.91lbs","494127-GIL-1,
494127-GIL-2,
494127-GIL-3,
494127-GIL-4",,,
494150-G-L014,Jonathan Charles Gilded Iron & Cream Leather Bench,Jonathan Charles,Seating > Benches & Ottomans,1904.4,"Contemporary wrought iron rectangular bench with an antique gilded finish with tufted cream leather upholstery.
Materials: Iron
Other Materials: Acacia, Leather , Iron, Imitation gold leaf
Dim. - IN48''w x 18 1/2''d x 19 1/2''h
Weight: 55.12lbs","494150-G-L014-1,
494150-G-L014-2,
494150-G-L014-3,
494150-G-L014-4",,,
494150-S-L014,Jonathan Charles Silver Iron & Cream Leather Bench,Jonathan Charles,Seating > Benches & Ottomans,1904.4,"Contemporary wrought iron rectangular bench with an antique silver finish with tufted cream leather upholstery.
Materials: Iron
Other Materials: Acacia, Leather , Iron, Imitation gold leaf
Dim. - IN48''w x 18 1/2''d x 19 1/2''h
Weight: 55.12lbs","494150-S-L014-1,
494150-S-L014-2,
494150-S-L014-3",,,
494144-G-GES,Jonathan Charles Églomisé & Gilded Iron Rectangular Coffee Table ,Jonathan Charles,Tables > Cocktail Tables,2203.2,"Contemporary wrought iron coffee table with an antique gilded finish and églomisé rectangular top set on an openwork base.
Materials: Iron
Dim. - IN48''w x 28''d x 20 1/4''h
Weight: 99.21lbs","494144-G-GES-1,
494144-G-GES-2,
494144-G-GES-3,
494144-G-GES-4",,,
494149-G,Jonathan Charles Large Églomisé & Gilded Iron Demilune Console ,Jonathan Charles,Tables > Console Tables,1949.4,"Contemporary wrought iron demilune console tables with an antique gilded finish and églomisé top.
Materials: Iron
Other Materials: Silver leaf
Dim. - IN48 1/4''w x 14''d x 33 1/2''h
Weight: 74.96lbs","494149-G-1,
494149-G-2,
494149-G-3",,,
494178-SAM-SG01,Jonathan Charles Small Satinwood & Cream Scagliola Italian Commode ,Jonathan Charles,Cabinets,2592,"Fine Italian inspired side cabinet with parquetry inlay to the upper part which hides a secret drawer, and complex renaissance style inlays to the single cupboard. Finely cast brass details to the fluted columns and a white scagliola top with contrasting black details.
Materials: Acacia
Other Materials: Oak, Oak veneer, Cong veneer, Brass, Walnut quarter veneer
Dim. - IN26''w x 16''d x 32''h
Weight: 94.8lbs","494178-SAM-SG01-1,
494178-SAM-SG01-2,
494178-SAM-SG01-3,
494178-SAM-SG01-4",,,
494307-FBG,Jonathan Charles Demilune Console,Jonathan Charles,Tables > Console Tables,2043,"Elegant black painted console table with fine floral gilded details to the top, sides and cabriole legs. Inset églomisé glass panel with handpainted detail. Inspired by English Victorian papier-mache furniture of the 1870's.
Materials: Acacia
Other Materials: Silver leaf
Dim. - IN54''w x 16''d x 34''h
Weight: 83.78lbs
","494307-FBG-1,
494307-FBG-2,
494307-FBG-3,
494307-FBG-4",,,
494339-SAH,Jonathan Charles Art Deco High Lustre Demilune Sideboard with Brass,Jonathan Charles,Credenzas & Sideboards,3771,"Art Deco inspired demilune sideboard with four drawers flanked by curved cupboards, raised on a stepped ebonised base. Geometric streamlined brass handles and finished in an exotic high lustre santos rosewood with an ebonised interior.
Materials: Acacia
Other Materials: Oak, Brass, Santos rosewood veneer
Dim. - IN61 1/2''w x 19''d x 38''h
Weight: 227.08","494339-SAH-1,
494339-SAH-2,
494339-SAH-3,
494339-SAH-4",,,
494338-LAW,Jonathan Charles Argentinian Walnut Veneered Oval Side Table,Jonathan Charles,Tables > Occasional Tables,1107,"Contemporary styled oval side table with a top and under-tier of simple tapered form, the decoration coming from the figured Argentinian walnut wood veneers with natural patterning, heightened with a gilt brass frame and details.
Materials: Iron
Other Materials: Ofram veneer
Dim. - IN25 3/8''w x 19 1/4''d x 25 5/8''h
Weight: 37.48lbs","494338-LAW-1,494338-LAW-2,
494338-LAW-3",,,
494386-MAH,Jonathan Charles Louis XV Mahogany Chest of Drawers,Jonathan Charles,Chests,6753.6,"Louis XV style chest of drawers veneered in fine crotch mahogany, the three graduated drawers lined with oak and set with finely cast gilt brass Rococo handles. Further brass mounts to the shoulders, and the whole set on elegant cabriole legs. 
Materials: Acacia
Other Materials: Oak, Mahogany Khaya Crotch veneer, Oak veneer, Brass
Dim. - IN52''w x 22''d x 36''h
Weight: 141.1lbs
","494386-MAH-1,494386-MAH-2,
494386-MAH-3,494386-MAH-4",,,
494413-LAW,Jonathan Charles Argentinian Walnut Veneered Tapering Chest of Drawers,Jonathan Charles,Chests,3443.4,"Contemporary styled chest of three tapering drawers of simple form, the decoration coming from the figured Argentinian walnut wood veneers with natural patterning, heightened with a gilt brass frame and details.
Materials: Acacia
Other Materials: Oak, Oak veneer, Iron, Gold leaf, Ofram veneer
Dim. - IN54''w x 22''d x 36 1/8''h
Weight: 238.1lbs","494413-LAW-1,
494413-LAW-2,
494413-LAW-3",,,
494516-MAS,Jonathan Charles Anthracite Faux Shagreen & Macassar Ebony Oval Coffee Table,Jonathan Charles,Tables > Cocktail Tables,2043,"Luxurious Art Deco styled macassar ebony veneered and anthracite tinted faux shagreen oval coffee table, raised undertier below single drawer with nickel handle, held within wrap around curved side panels.
Materials: Acacia
Other Materials: Sycamore veneer, Shagreen, Marcassar veneer
Dim. - IN52''w x 32''d x 20''h
Weight: 143.3lbs","494516-MAS-1,
494516-MAS-2",,,
494517-MAS,Jonathan Charles Anthracite Faux Shagreen and Macassar Ebony Side table,Jonathan Charles,Tables > Occasional Tables,1539,"Luxurious Art Deco inspired anthracite faux shagreen oval side table, with nickel handle, held within wrap around curved faux macassar ebony side panels.
Materials: Acacia
Other Materials: Brass, Shagreen, Marcassar veneer
Dim. - IN18''w x 29 1/2''d x 26''h
Weight: 63.93lbs","494517-MAS-1,494517-MAS-2",,,
494519-MAS,Jonathan Charles Faux Macassar Ebony & Anthracite Shagreen Coffee Table,Jonathan Charles,Tables > Cocktail Tables,3144.6,"Luxurious Art Deco styled macassar ebony veneered and anthracite tinted faux shagreen rectangular coffee table, raised undertier below two drawers with nickel handles and tapering legs with nickel caps.
Materials: Acacia
Other Materials: Shagreen, Marcassar veneer
Dim. - IN52''w x 32''d x 20''h
Weight: 138.89lbs","494519-MAS-1,494519-MAS-2",,,
494600-MBL,Jonathan Charles Regency Bleached Mahogany Console Table,Jonathan Charles,Tables > Console Tables,2568.6,"Late Regency style bleached mahogany console table with antiqued finish, two drawers above a shaped under tier set between elegant fluted tapering legs topped with paterae.
Materials: Acacia
Other Materials: Oak, Oak veneer, Walnut crotch veneer
Dim. - IN54''w x 11''d x 33''h
Weight: 61.73lbs","494600-MBL-1,
494600-MBL-2,
494600-MBL-3,
494600-MBL-4,
494600-MBL-5",,,
492973-WAL,Jonathan Charles Double Narrow Cabinet with Twin Cupboards,Jonathan Charles,Cabinets,3920.4,"Long narrow planked walnut double cabinet with light distress, having four drawers above a pair of twin doors and a shelf within, engaged turned columns to the sides raised on turned baluster legs. After a Victorian design of c.1870. 
Materials: Acacia
Other Materials: Oak, Oak veneer, Brass
Dim. - IN58 1/4''w x 13 1/8''d x 37 1/2''h
Weight: 156.53lbs
","492973-WAL-1,492973-WAL-2,492973-WAL-3,
492973-WAL-4,
492973-WAL-5",,,
492988-TDO,Jonathan Charles Tudor Style Dark Oak Buffet,Jonathan Charles,Credenzas & Sideboards,3798,"Tudor style heavily distressed dark oak sideboard with two drawers, with quatrefoil panelled decoration, patinated brass drop handles and a long running under-tier.
Materials: Oak
Other Materials: Oak veneer, Brass
Dim. - IN63 7/8''w x 19 7/8''d x 36''h
Weight: 165.35lbs

","492988-TDO-1,
492988-TDO-2,
492988-TDO-3,
492988-TDO-4",,,
493089-MAH,Jonathan Charles Mahogany Concave Chest of Drawers,Jonathan Charles,Chests,3798,"Napoleon III style mahogany veneered and crossbanded chest of drawers with a concave profile, the reeded top above five graduated drawers raised on fluted legs. The top drawer with phone and MP3 charger within.
Materials: Acacia
Other Materials: Oak, Mahogany Khaya Crotch veneer, Oak veneer, Fabric, Brass
Dim. - IN32''w x 16 1/8''d x 33 1/8''h
Weight: 97lbs
","493089-MAH-1,
493089-MAH-2,
493089-MAH-3,
493089-MAH-4",,,
493156-CWM,Jonathan Charles Triple Walnut Display Cabinet with Drawers,Jonathan Charles,Display Cabinets,15876,"George II style walnut veneered and crossbanded china display cabinet, the central section with a broken pediment centered with an urn, the whole with glazed doors with gothic ogee topped glazing bars, adjustable glass inset shelves, and four short and three graduated drawers to the base as well as two cupboards. Range sensitive lighting with touch controlled dimmer.
Materials: Acacia
Other Materials: Oak, Celejeria veneer, Oak veneer, Glass, Fabric, Brass
Dim. - IN85 3/4''w x 19 5/8''d x 94 1/8''h
Weight: 718.71lbs
","493156-CWM-1,
493156-CWM-2,
493156-CWM-3,
493156-CWM-4",,,
493160-WAL,Jonathan Charles Breakfront Sideboard with features for home entertainment,Jonathan Charles,Credenzas & Sideboards,6156,"Walnut Victorian style narrow breakfront sideboard ideal for a plasma TV with four drawers and space within for cable box, DVD and Blu-ray etc., and with infrared repeater enabling use with all doors closed.
Materials: Acacia
Other Materials: Oak, Doi veneer, Oak veneer, Brass
Dim. - IN69 1/4''w x 20''d x 37 3/4''h
Weight: 246.92lbs

","493160-WAL-1,
493160-WAL-2,
493160-WAL-3,
493160-WAL-4,
493160-WAL-5",,,
493199-MAH,Jonathan Charles Mahogany Poker Table,Jonathan Charles,Tables > Game Tables,10418.4,"Crotch mahogany, professional style oval poker table with an antique green leather top, leather tooling with four currencies, hand crafted brass cup holders and chip racks, and a drawer for storing poker chips for each player.
Materials: Acacia
Other Materials: Mahogany Khaya Crotch veneer, Leather , Brass
Dim. - IN94 1/8''w x 49 1/8''d x 31 1/2''h
Weight: 443.13lbs","493199-MAH-1,
493199-MAH-2,
493199-MAH-3,
493199-MAH-4,
493199-MAH-5",,,
493378-91L-MFW,Jonathan Charles Figured Walnut Large Extending Reflectory Table,Jonathan Charles,Tables > Dining Tables,8281.8,"French country style heavy planked extending figured walnut dining table with two self-storing leaves, an antique distressed double pedestal base and a thick stretcher. Seats: 8 + 2 + 2.
Materials: Acacia
Other Materials: Oak, Boisdior/Emeri veneer , Brass
Dim. - IN90 3/4''w x 46''d x 30 3/8''h
Weight: 403.45lbs","493378-91L-MFW-1,
493378-91L-MFW-2,
493378-91L-MFW-3,
493378-91L-MFW-4,
493378-91L-MFW-5",,,
493440,Jonathan Charles Oyster Coffee Table with a plain glass top,Jonathan Charles,Tables > Cocktail Tables,2439,"Rectangular Oyster coffee table with a plain glass top
Materials: Acacia
Other Materials: Oyster veneer, Glass
Dim. - IN52 1/2''w x 32''d x 20''h
Weight: 68.34lbs","493440-1,
493440-2,
493440-3",,,
493487-DCW,Jonathan Charles Smal Chippendale Gothic Chest of Four Drawers,Jonathan Charles,Chests,2115,"Chippendale gothic style small chest of four drawers with shallow carved ogee arches to the top drawer front and with contrasting light stringing inlay. Finely cast brass handles. Based on designs of c.1770.
Materials: Acacia
Other Materials: Oak, Oak veneer, Brass, Walnut crotch veneer
Dim. - IN23''w x 16''d x 28''h
Weight: 39.68lbs","493487-DCW-1,
493487-DCW-2",,,
493594-158L-MAH,Jonathan Charles Mahogany Triple Pedestal Dining Table,Jonathan Charles,Tables > Dining Tables,19926,"Impressive regency style triple pedestal dining table with lightly distressed crotch mahogany veneers and two self-storing leaves.The heavily carved pedestals with acanthus details set on palmettes to the base. Seats: 12 + 2 + 2.
Materials: Acacia
Other Materials: Oak, Mahogany Khaya Crotch veneer
Dim. - IN158 3/8''w x 55 1/8''d x 30''h
Weight: 876.12lbs","493594-158L-MAH-1,
493594-158L-MAH-2,
493594-158L-MAH-3,
493594-158L-MAH-4,
493594-158L-MAH-5",,,
493600-WAL-F200,Jonathan Charles Regency Style Walnut Upholstered Settee,Jonathan Charles,Seating > Sofas,2133,"Fully upholstered Regency style walnut settee with high back and sides, the finely carved frame with engaged columns to either end with lotus leaf detail, and the rails with fine reeded patterns. The whole raised on tapering baluster legs. After an early 19th century original.
Materials: Acacia
Other Materials: Muslin plain fabric
Dim. - IN63 1/4''w x 27 1/8''d x 35 1/2''h
Weight: 119.05lbs","493600-WAL-F200-1,
493600-WAL-F200-2,
493600-WAL-F200-3,
493600-WAL-F200-4,
493600-WAL-F200-5",,,
494198-MAH,Jonathan Charles Mahogany Bombé Chest,Jonathan Charles,Chests,4417.2,"Rococo style mahogany chest of drawers of bombé form, the serpentine top above a gently swelling set of three drawers with slide, fully veneered in decorative crotch veneers and raised on flaring slender legs. After an original of c1750.
Materials: Acacia
Other Materials: Oak, Mahogany Khaya Crotch veneer, Oak veneer, Brass
Dim. - IN38''w x 19''d x 33''h
Weight: 127.87lbs","494198-MAH-1,
494198-MAH-2,
494198-MAH-3,
494198-MAH-4",,,
494241-G-GES,Jonathan Charles Églomisé & Iron Box Top Coffee Table,Jonathan Charles,Tables > Cocktail Tables,1611,"Contemporary wrought iron coffee table with an antique gilded finish and hand painted box top in a geometric églomisé finish.
Materials: Iron
Other Materials: Glass
Dim. - IN50 1/2''w x 26''d x 20''h
Weight: 105.82lbs","494241-G-GES-1,
494241-G-GES-2",,,
494325-G-SGA,Jonathan Charles Anthracite Faux Shagreen & Gilded Console,Jonathan Charles,Tables > Console Tables,2934,"Contemporary wrought iron console table in an antiqued gilded finish with a 2 drawer Anthracite Faux Shagreen box top, with gilded edging. Inspired by Art Deco luxury furniture of the 1930's.
Materials: Iron
Other Materials: Oak, Imitation gold leaf, Shagreen
Dim. - IN48''w x 13 7/8''d x 33''h
Weight: 79.37lbs","494325-G-SGA-1,
494325-G-SGA-2,
494325-G-SGA-3,
494325-G-SGA-4,
494325-G-SGA-5",,,
494574-54D-SAH,Jonathan Charles Art Deco High Lustre Round Dining Table,Jonathan Charles,Tables > Dining Tables,2475,"54"" Art Deco style round dining table in a high lustre santos rosewood finish with ebonised legs. 
Materials: Acacia
Other Materials: Brass, Santos rosewood veneer
Dim. - IN54''w x 54''d x 30''h
Weight: 196.21lbs","494574-54D-SAH-1,
494574-54D-SAH-2",,,
494577-G,Jonathan Charles Interlaced Gilded & Glass Oval Coffee Table,Jonathan Charles,Tables > Cocktail Tables,2493,"Available in Bronze, Gold & Silver. Contemporary styled demilune coffee table with an antiqued gilt frame of undulating intersecting threads to form an open column, topped with a plain glass top.
Materials: Iron
Other Materials: Glass, Gold leaf
Dim. - IN52''w x 28''d x 18''h
Weight: 192.42lbs","494577-G-1,
494577-G-2",,,
494590-AC-WA,Jonathan Charles Empire Angel Wing Arm Chair,Jonathan Charles,Seating > Dining Chairs,2912.4,"Impressive walnut and gilt Empire style arm chair with finely carved golden wings to the arms and further carved gilt detail to the legs and seat rails. An antique caviar black leather upholstered back and seat. After French designs of the early 19th century.
Materials: Acacia
Other Materials: Leather , Gold leaf
Dim. - IN24 7/8''w x 28 3/8''d x 37 1/2''h
Weight: 37.48lbs",494590-AC-WAL-L009-1,,,
494655-SAL,Jonathan Charles Satinwood Serpentine Sideboard with Floral Inlay,Jonathan Charles,Credenzas & Sideboards,6708.6,"Striking satinwood veneered serpentine bowfront sideboard with black marble top, the four doors and three drawers with fine contrasting floral inlays and swagged brass handles. Raised on tapering block feet with contrasting stringing.
Materials: Acacia
Other Materials: Oak, Oak veneer, Cong veneer, Marquetry veneer, Marble
Dim. - IN72 7/8''w x 21 5/8''d x 38 5/8''h
Weight: 401.24lbs
","494655-SAL-1,
494655-SAL-2,
494655-SAL-3,
494655-SAL-4,
494655-SAL-5",,,
494678-LAW,Jonathan Charles Arrgentinian Walnut Veneered Round Side Table,Jonathan Charles,Tables > Occasional Tables,1152,"Contemporary styled round side table with a top and undertier of simple tapered form, the decoration coming from the figured Argentinian walnut with natural patterning, heightened with a gilt brass frame and details.
Materials: Iron
Other Materials: Gold leaf, Argentina Veneer
Dim. - IN28''w x 28''d x 28''h
Weight: 57.32lbs","494678-LAW-1,
494678-LAW-2,
494678-LAW-3",,,
494778-BMA,Jonathan Charles Mahogany Biedermeier Style Oval side table,Jonathan Charles,Tables > Occasional Tables,2268,"Fine quality flame mahogany veneered oval side table in the Biedermeier style set on paired column supports with brass details around an undertier.
Materials: Acacia
Other Materials: Brass, African Crotch Walnut veneer
Dim. - IN29 7/8''w x 18''d x 25''h
Weight: 59.52lbs","494778-BMA-1,
494778-BMA-2,
494778-BMA-3",,,
494842-MAH,Jonathan Charles Buckingham Regency Mahogany Sideboard,Jonathan Charles,Credenzas & Sideboards,4329,"Substantial Regency style flat fronted rectangular sideboard with four doors, flame mahogany veneers, and four drawers to the upper register. Contrasting stringing throughout and raised on square cross-section feet.
Materials: Acacia
Other Materials: Oak, Mahogany Khaya Crotch veneer, Oak veneer, Brass
Dim. - IN58 1/8''w x 18 1/2''d x 38 5/8''h
Weight: 209.44lbs
","494842-MAH-1,
494842-MAH-2,
494842-MAH-3,
494842-MAH-4",,,
494846-MAH,Jonathan Charles Empire Mahogany Two Drawers Console,Jonathan Charles,Tables > Console Tables,2381.4,"French Empire style mahogany veneered console table with two drawers. Fine geometric and floral inlays throughout and raised on tapering square legs and a Y-frame stretcher.
Materials: Acacia
Other Materials: Oak, Mahogany Khaya Crotch veneer, Oak veneer, Brass
Dim. - IN54''w x 14''d x 36''h
Weight: 79.37lbs","494846-MAH-1,
494846-MAH-2,
494846-MAH-3,
494846-MAH-4",,,
494888-AC-WAL-F200,Jonathan Charles French Baronial Style Country Arm Chair,Jonathan Charles,Seating > Dining Chairs,1584,"Substantial carved walnut French baronial style arm chair or fireside chair with a high back set on cabriole legs linked with curved x-frame stretcher and voluted feet.
Materials: Acacia
Other Materials: Leather , Fabric
Dim. - IN23 7/8''w x 25 1/4''d x 45 1/8''h
Weight: 41.89lbs","494888-AC-WAL-F200-1,
494888-AC-WAL-F200-2,
494888-AC-WAL-F200-3,
494888-AC-WAL-F200-4,
494888-AC-WAL-F200-5",,,
494888-SC,Jonathan Charles French Baronial Style Country Side Chair,Jonathan Charles,Seating > Dining Chairs,1506.6,"Substantial carved walnut French baronial style side chair or hall chair with a high back set on cabriole legs linked with curved x frame stretcher and voluted feet.
Materials: Acacia
Other Materials: Leather , Fabric
Dim. - IN21 3/8''w x 25 1/4''d x 45 1/8''h
Weight: 28.66lbs",494888-SC-WAL-F200-1,,,
494914-LSH,Jonathan Charles Hyedua and Celedon Sideboard with Four Doors,Jonathan Charles,Credenzas & Sideboards,5214.6,"Contemporary styled decorative hyedua veneered sideboard with brass details and four doors, strip handles and an internal fold-out serving slide. Celadon toned panels to the door exterior. Interior panelling completed in Hyedua with contrasting celadon accents.
Materials: Acacia
Other Materials: Brass, Hyedua veneer
Dim. - IN72 1/8''w x 23 3/4''d x 38''h
Weight: 330.69lbs
","494914-LSH-1,
494914-LSH-2,
494914-LSH-3,
494914-LSH-4",,,
494941-SC,Jonathan Charles Sheraton Style Walnut Oval Back Side Chair,Jonathan Charles,Seating > Dining Chairs,1506.6,"Sheraton style walnut dining side chair with an open oval back, the splat with decorative neoclassical carving and a fleur-de-lys type ornament. A medium antique chestnut leather seat, and further shallow carved floral designs to the serpentine rail and cabriole legs terminating in a ball foot. After an original of c.1795.
Materials: Acacia
Other Materials: Leather
Dim. - IN21 3/8''w x 22 1/4''d x 41 3/4''h
Weight: 22.05lbs
","494941-SC-WAL-L002-1,
494941-SC-WAL-L002-2,
494941-SC-WAL-L002-3",,,
494983-BLA-F005,Jonathan Charles Swan Arm Chair,Jonathan Charles,Seating > Dining Chairs,2071.8,"Finely carved and gilded arm chair after early 19th century French Empire designs with sweeping low arms terminating in stylised swans. Ebonised finish highlighted with palmette and lotus leaf detail. Fully upholstered back and seat.
Materials: Acacia
Other Materials: Fabric
Dim. - IN26 1/4''w x 26 3/8''d x 40 3/8''h
Weight: 37.48lbs
","494983-BLA-F005-1,494983-BLA-F005-2,
494983-BLA-F005-3,494983-BLA-F005-4",,,
494997-MAH-L007,Jonathan Charles Buckingham Chesterfield Arm Chair,Jonathan Charles,Seating > Dining Chairs,2613.6,"Buttoned medium English library green leather upholstered armchair with scrolling arms set on cabriole legs with shallow carved floral decoration.
Materials: Acacia
Other Materials: Red salon leather
Dim. - IN26 3/4''w x 28 7/8''d x 36 7/8''h
Weight: 52.91lbs
","494997-MAH-L007-1,
494997-MAH-L007-2,
494997-MAH-L007-3,
494997-MAH-L007-4,
494997-MAH-L007-5",,,
495004-GIL,Jonathan Charles Gilded Floor Standing Rectangular Sunburst Mirror,Jonathan Charles,Accessories > Mirrors,4030.2,"Finely detailed large gilt rectangular floorstanding sunburst mirror with a large central glass and multiple carved ""rays"" to the frame.
Materials: Acacia
Other Materials: Mirror, Imitation gold leaf
Dim. - IN48''w x 3 1/2''d x 90 1/2''h
Weight: 201.72lbs","495004-GIL-1,
495004-GIL-2,
495004-GIL-3",,,
